,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
1638,13737,0,888141,2178631.0,FARMERS & MERCHANTS BANK & TRUST,Burlington,IA,52601,12/31/2016,8/17/2020,NM,221 Jefferson St.,FARMERS&MERCHANTS BANCSHARES,4,0,0,8,0,Des Moines,,,1/1/1916,1/24/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.fmbanktrust.bank,18963.0,3149.0,8016.0,6354.0,1444.0,4079,1512.0,1631.0,509.0,427.0
1639,10382,0,672247,1204300.0,FARMERS & MERCHANTS BANK & TRUST,Marinette,WI,54143,12/31/2016,8/17/2020,NM,1644 Ludington St.,F&M BANKSHARES INC,3,0,0,4,0,Marinette,,,12/2/1902,1/2/1934,2/1/2015,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1,http://www.fmmarinette.com,27135.0,5303.0,10574.0,7381.0,3877.0,15840,2466.0,4216.0,4511.0,4647.0
1640,1331,13589,808260,2781910.0,FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA,Lodi,CA,95240,12/31/2016,8/17/2020,NM,121 W. Pine St.,FARMERS&MERCHANTS BCORP,32,0,0,2,0,San Joaquin,44700.0,"Stockton-Lodi, CA",5/24/1916,1/1/1934,11/19/2016,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,0,www.fmbonline.com,134551.0,42867.0,66472.0,23863.0,1349.0,435741,204659.0,166830.0,61683.0,2569.0
1641,34719,15958,2667939,1248836.0,FARMERS & MERCHANTS BANK OF COLBY,Colby,KS,67701,12/31/2016,8/17/2020,NM,240 W. 4th St.,SECURITY BANCSHARES INC,2,0,0,2,0,Thomas,,,3/13/1998,3/13/1998,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.fmbcolby.com,14361.0,4107.0,5169.0,4732.0,352.0,52084,6560.0,22675.0,19065.0,3784.0
1642,9986,0,804422,,FARMERS & MERCHANTS BANK OF CRAIG COUNTY,New Castle,VA,24127,12/31/2016,8/17/2020,SM,189 Main St.,,1,0,0,8,0,Craig,40220.0,"Roanoke, VA",5/2/1917,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,www.fmbankcraig.com,11791.0,1219.0,3736.0,3453.0,3383.0,6037,664.0,1739.0,2274.0,1360.0
1643,10469,0,724940,1096390.0,FARMERS & MERCHANTS BANK OF HUTSONVILLE,Hutsonville,IL,62433,12/31/2016,8/17/2020,NM,108 S Main St,HUTSONVILLE BANC CORP,1,0,0,8,1,Crawford,,,12/20/1920,1/1/1934,9/18/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1,,8008.0,1190.0,2559.0,2593.0,1666.0,9620,2619.0,2572.0,1660.0,2769.0
1644,15173,0,41245,,"FARMERS & MERCHANTS BANK, OF ORFORDVILLE",Orfordville,WI,53576,12/31/2016,8/17/2020,SM,303 Spring St.,,1,0,0,2,0,Rock,27500.0,"Janesville-Beloit, WI",2/25/1901,7/1/1935,3/31/2006,Stock,0,0,FED,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,,13275.0,5020.0,5239.0,2750.0,266.0,6395,2007.0,3487.0,901.0,0.0
1645,9298,10283,863746,2558484.0,FARMERS & MERCHANTS SAVINGS BANK,Manchester,IA,52057,12/31/2016,8/17/2020,SM,101 E Main St.,DUNN INVESTMENT CO,11,0,1,2,1,Delaware,,,7/20/1925,1/1/1934,1/1/2015,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.fmbankia.com,49373.0,5311.0,19376.0,22456.0,2230.0,82434,15554.0,36888.0,27900.0,2092.0
1646,13242,0,79145,3087039.0,FARMERS & MERCHANTS STATE BANK,Waterloo,WI,53594,12/31/2016,8/17/2020,NM,210 W. Madison,MAUNESHA BANCSHARES INC,2,0,0,4,0,Jefferson,,,1/1/1897,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1,www.FandMStBk.com,22391.0,2495.0,8477.0,9549.0,1870.0,11667,799.0,3584.0,6062.0,1222.0
1647,9340,12477,721752,1124202.0,"FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED",New York Mills,MN,56567,12/31/2016,8/17/2020,NM,Walker Ave. &front St.,NEW YORK MILLS BANCSHARES INC,1,0,0,2,1,Otter Tail,,,12/16/1916,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,www.fmbanknym.com,8408.0,1760.0,3792.0,2415.0,441.0,7775,1905.0,3830.0,2040.0,0.0
1648,13625,0,622653,3640425.0,FARMERS & STOCKMENS BANK,Clayton,NM,88415,12/31/2016,8/17/2020,NM,22 Maple St.,CENTRAL BCORP INC,4,0,1,4,1,Union,,,7/6/1920,1/12/1934,7/13/2011,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Albuquerque,Kansas City,Western,West,0,1,http://www.fandsbank.com,9029.0,2223.0,4136.0,2399.0,271.0,46207,5917.0,14984.0,23142.0,2164.0
1649,288,10627,839817,1071539.0,FARMERS & TRADERS BANK OF CAMPTON,Campton,KY,41301,12/31/2016,8/17/2020,NM,215 Mountain Pkwy. Spur,MIDDLEFORK FINANCIAL GROUP INC,1,0,0,8,1,Wolfe,,,1/1/1902,1/1/1934,12/11/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,http://www.farmersandtradersbank.com,6748.0,1454.0,3712.0,1037.0,545.0,9002,580.0,2790.0,2699.0,2933.0
1650,16717,15545,792248,1205017.0,FARMERS & TRADERS SAVINGS BANK,Bancroft,IA,50517,12/31/2016,8/17/2020,NM,108 W. Ramsey,KENNEDY BANCSHARES INC,1,0,0,2,1,Kossuth,,,1/1/1887,7/1/1948,7/28/2009,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.ftsbbancroft.com,8023.0,2792.0,2166.0,1966.0,1100.0,6832,3137.0,1535.0,1744.0,416.0
1651,12602,0,788559,3566749.0,FARMERS AND DROVERS BANK,Council Grove,KS,66846,12/31/2016,8/17/2020,NM,201 W. Main St.,FARMERS&DROVERS FINANCIAL CORP,3,0,0,2,0,Morris,,,3/16/1882,1/1/1934,9/3/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,http://www.farmersanddrovers.com,18749.0,8787.0,4990.0,3885.0,1087.0,22345,9631.0,7594.0,3869.0,1251.0
1652,28478,1669,412872,,FARMERS AND MECHANICS FEDERAL SAVINGS AND LOAN ASSOCIATION,Bloomfield,IN,47424,12/31/2016,8/17/2020,SA,225 E. Main St.,,2,0,0,5,0,Greene,,,1/1/1892,8/15/1936,7/21/2011,Non-Stock,0,0,OCC,DIF,Chicago,CHICAGO,Indianapolis,St. louis,Central,Central,0,1,http://www.farmersandmechanicsfederal.com,12464.0,1300.0,2954.0,3380.0,4830.0,9829,1176.0,1029.0,3071.0,4553.0
1653,13415,0,257653,,FARMERS AND MERCHANTS BANK,Arnett,OK,73832,12/31/2016,8/17/2020,NM,225 E. Renfrow Ave,,1,0,0,2,1,Ellis,,,12/28/1908,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,fmbankarnett.com,6755.0,2055.0,3808.0,576.0,316.0,3358,724.0,1822.0,660.0,152.0
1654,1735,16123,434539,1137882.0,FARMERS AND MERCHANTS BANK,Piedmont,AL,36272,12/31/2016,8/17/2020,NM,112 E. Ladiga St.,F&M FINANCIAL CORP,4,0,0,4,0,Calhoun,11500.0,"Anniston-Oxford-Jacksonville, AL",4/12/1915,1/1/1934,2/24/2011,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://www.FandM.bank,23857.0,4432.0,10290.0,5368.0,3767.0,25179,4883.0,10695.0,4442.0,5159.0
1655,17444,0,984650,,FARMERS AND MERCHANTS BANK,Axtell,NE,68924,12/31/2016,8/17/2020,NM,402 Main St,,1,0,0,2,0,Kearney,,,7/1/1907,5/26/1955,2/17/2011,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,,534.0,189.0,259.0,86.0,0.0,300,0.0,300.0,0.0,0.0
1656,16810,9353,455552,1416831.0,FARMERS AND MERCHANTS BANK,Milford,NE,68405,12/31/2016,8/17/2020,NM,617 1st St.,COUNTRY BANK SHARES INC,11,0,0,2,0,Seward,30700.0,"Lincoln, NE",7/5/1949,7/5/1949,2/19/2008,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,www.bankfmb.com,94899.0,6100.0,12644.0,39956.0,36199.0,14055,413.0,9494.0,3141.0,1007.0
1657,14275,14396,516154,2230249.0,FARMERS AND MERCHANTS BANK,Milligan,NE,68406,12/31/2016,8/17/2020,NM,501 Main St,FM GROUP INC,2,0,1,2,1,Fillmore,,,6/10/1903,4/24/1934,10/12/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,www.fmbmilligan.com,33783.0,6322.0,5578.0,10633.0,11250.0,5867,1067.0,1844.0,1653.0,1303.0
1658,3170,0,555256,2344641.0,FARMERS AND MERCHANTS BANK,De Leon,TX,76444,12/31/2016,8/17/2020,NM,240 S. Texas St.,F&M BANCSHARES INC,5,0,0,8,1,Comanche,,,1/1/1905,1/1/1934,12/2/2008,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.fmbank-tx.com,7716.0,2913.0,4519.0,284.0,0.0,5074,1477.0,3346.0,251.0,0.0
1659,13887,9676,446130,1086485.0,FARMERS AND MERCHANTS BANK,Lafayette,AL,36862,12/31/2016,8/17/2020,NM,2 1st St Ne,FARMERS&MERCHANTS BANCSHARES,3,0,0,7,0,Chambers,,,1/30/1934,2/13/1934,3/31/2006,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1,www.fmlafayette.com,19044.0,4189.0,9968.0,4330.0,557.0,25412,6651.0,13750.0,4861.0,150.0
1660,15801,10344,205243,,FARMERS AND MERCHANTS BANK,Baldwyn,MS,38824,12/31/2016,8/17/2020,SM,111 W. Clayton St.,,10,0,0,4,0,Prentiss,,,3/10/1941,3/10/1941,11/1/2016,Stock,0,0,FED,DIF,Dallas,DALLAS,Jackson Ms,St. louis,Southern,West,0,1,www.fmbms.com,57817.0,18635.0,25104.0,14078.0,0.0,68172,18940.0,28428.0,20804.0,0.0
1661,1895,13167,891226,5041521.0,FARMERS AND MERCHANTS BANK,Upperco,MD,21155,12/31/2016,8/17/2020,NM,15226 Hanover Pike,FARMERS&MERCHANTS BANCSHARES,7,0,0,4,0,Baltimore,12580.0,"Baltimore-Columbia-Towson, MD",1/1/1919,1/1/1934,7/25/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.fmb1919.bank,50028.0,5857.0,19709.0,22715.0,1747.0,44866,4974.0,14470.0,20234.0,5188.0
1662,2485,0,1014844,1975459.0,FARMERS AND MERCHANTS BANK,Rudolph,WI,54475,12/31/2016,8/17/2020,NM,1680 Main St.,FIRST STATE BANCSHARES INC,1,0,0,8,0,Wood,,,9/20/1917,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1,,5769.0,1943.0,2248.0,1354.0,223.0,4625,1812.0,2256.0,207.0,350.0
1663,13801,0,372640,1135196.0,FARMERS AND MERCHANTS BANK,Laotto,IN,46763,12/31/2016,8/17/2020,NM,6464 Merchants Dr.,FM FINCORP,4,0,0,8,1,De Kalb,,,10/29/1914,1/31/1934,7/31/2007,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.fmfbank.com,7861.0,1384.0,3657.0,2435.0,385.0,2228,0.0,1491.0,599.0,138.0
1664,16440,0,4231,1863239.0,FARMERS AND MERCHANTS BANK,Sylvania,GA,30467,12/31/2016,8/17/2020,NM,104 N. Main St.,SCREVEN BANCSHARES INC,3,0,0,7,0,Screven,,,3/1/1946,6/18/1946,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,http://www.fmbanksylvania.com,16179.0,2685.0,7396.0,3466.0,2632.0,21757,4449.0,8975.0,3358.0,4975.0
1665,4144,0,836656,1053526.0,FARMERS AND MERCHANTS BANK,Maysville,OK,73057,12/31/2016,8/17/2020,NM,621 Main St.,H PAT HENSON CO THE,1,0,0,4,1,Garvin,,,1/1/1908,1/1/1934,6/1/2010,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.fmbokonline.com,3165.0,1534.0,1448.0,175.0,8.0,1217,273.0,716.0,228.0,0.0
1666,5377,12966,398051,3446748.0,FARMERS AND MERCHANTS BANK OF ASHLAND,Ashland,NE,68003,12/31/2016,8/17/2020,SM,1501 Silver St.,FARMERS&MERCHANTS FINL CORP,4,0,0,2,0,Saunders,36540.0,"Omaha-Council Bluffs, NE-IA",11/15/1883,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,Western,0,1,http://www.fmnb.com,6955.0,2932.0,2694.0,1318.0,11.0,4390,2558.0,1324.0,103.0,405.0
1667,12355,0,472643,,FARMERS AND MERCHANTS BANK OF KENDALL,Kendall,WI,54638,12/31/2016,8/17/2020,NM,102 E S Railroad St,,4,0,0,2,1,Monroe,,,9/11/1913,1/1/1934,6/7/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,www.fmbkendall.com,15685.0,4065.0,10198.0,1422.0,0.0,13383,2659.0,10032.0,692.0,0.0
1668,1225,0,871769,3649950.0,FARMERS AND MERCHANTS BANK OF LONG BEACH,Long Beach,CA,90802,12/31/2016,8/17/2020,SM,302 Pine Ave.,PALOMAR ENTERPRISES LLC,24,0,0,4,0,Los Angeles,31080.0,"Los Angeles-Long Beach-Anaheim, CA",11/20/1907,1/1/1934,3/31/2006,Stock,0,1,FED,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,www.fmb.com,181902.0,64200.0,66001.0,20630.0,31071.0,680075,233967.0,217824.0,116403.0,111881.0
1669,14024,0,274052,1051410.0,"FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS",Mound City,KS,66056,12/31/2016,8/17/2020,NM,103 S. 5th St.,CUNNINGHAM AGENCY INC,1,0,0,8,1,Linn,28140.0,"Kansas City, MO-KS",11/14/1893,3/9/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,www.fmbankmc.com,8309.0,1163.0,2872.0,2392.0,1882.0,6777,2171.0,1774.0,1163.0,1669.0
1670,1660,13857,282226,1137426.0,FARMERS AND MERCHANTS BANK OF SOUTH CAROLINA,Holly Hill,SC,29059,12/31/2016,8/17/2020,NM,8624 Old State St.,FMB OF S C BANCSHARES INC,8,0,0,7,0,Orangeburg,,,1/3/1912,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,www.fmbsc.com,20087.0,8534.0,9256.0,2297.0,0.0,25221,17046.0,7836.0,339.0,0.0
1671,14056,10095,266851,2591539.0,FARMERS AND MERCHANTS BANK OF ST. CLAIR,Saint Clair,MO,63077,12/31/2016,8/17/2020,NM,530 S. Main St.,SAINT CLAIR BANCSHARES INC,5,0,0,4,0,Franklin,41180.0,"St. Louis, MO-IL",5/2/1913,3/12/1934,9/1/2015,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.fmb4banking.com,30075.0,4737.0,5840.0,12871.0,6627.0,22410,2914.0,5295.0,8087.0,6114.0
1672,255,12302,201647,,FARMERS AND MERCHANTS SAVINGS BANK,Waukon,IA,52172,12/31/2016,8/17/2020,NM,201 W. Main St.,,2,0,0,2,1,Allamakee,,,12/4/1925,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,,30073.0,6221.0,9469.0,7101.0,7281.0,6392,1417.0,2915.0,1255.0,805.0
1673,10492,12525,673244,1203910.0,FARMERS AND MERCHANTS SAVINGS BANK,Iowa City,IA,52246,12/31/2016,8/17/2020,NM,2235 Mormon Trek Blvd.,COUNTRY BCORP,3,0,0,8,0,Johnson,26980.0,"Iowa City, IA",9/25/1901,1/1/1934,12/21/2016,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,www.fmbankonline.com,15121.0,2091.0,5319.0,5028.0,2683.0,8951,714.0,5496.0,2381.0,360.0
1674,501,0,601153,1363748.0,FARMERS AND MERCHANTS STATE BANK,Plankinton,SD,57368,12/31/2016,8/17/2020,NM,101 S. Main St.,PAGE HOLDING CO,2,0,0,2,1,Aurora,,,4/6/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,http://www.fmsbonline.com,18473.0,9477.0,7669.0,1090.0,237.0,22383,9127.0,9133.0,3626.0,497.0
1675,15610,0,145741,1245321.0,FARMERS AND MERCHANTS STATE BANK,Winterset,IA,50273,12/31/2016,8/17/2020,NM,101 W. Jefferson,FARMERS&MERCHANTS BCORP,4,0,0,2,0,Madison,19780.0,"Des Moines-West Des Moines, IA",8/11/1938,8/11/1938,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,http://www.fmsbiowa.com or http://www.fmstate.bank,24837.0,3602.0,8304.0,8562.0,4369.0,21296,9511.0,3689.0,6383.0,1713.0
1676,21728,0,677756,2622219.0,FARMERS AND MERCHANTS STATE BANK,Langdon,ND,58249,12/31/2016,8/17/2020,NM,816 3rd St.,F&M BANCSHARES INC,1,0,0,2,1,Cavalier,,,8/12/1974,8/12/1974,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,http://www.fmbanklangdon.com,12247.0,3355.0,7119.0,1773.0,0.0,8721,3621.0,4571.0,529.0,0.0
1677,10571,0,388753,,FARMERS AND MERCHANTS STATE BANK OF ALPHA,Alpha,MN,56111,12/31/2016,8/17/2020,NM,210 N. Main St.,,1,0,0,2,0,Jackson,,,8/1/1911,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,famstatebankofalpha.com,12610.0,1468.0,4766.0,3425.0,2951.0,7182,2503.0,2529.0,981.0,1169.0
1678,8845,0,269759,1121984.0,FARMERS AND MERCHANTS STATE BANK OF APPLETON,Appleton,MN,56208,12/31/2016,8/17/2020,NM,239 N. Miles,MPS INVESTMENT CO,1,0,0,2,1,Swift,,,2/20/1915,1/1/1934,10/5/2007,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,www.farmers-merchants.com,5929.0,2133.0,2537.0,1259.0,0.0,2810,814.0,1837.0,159.0,0.0
1679,1599,15528,334657,1992335.0,FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,Blooming Prairie,MN,55917,12/31/2016,8/17/2020,NM,245 E. Main St.,COUNTRY BANKERS INC,2,0,0,2,1,Steele,,,5/7/1904,1/1/1934,5/22/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.fmbankmn.com,6869.0,1047.0,2658.0,2247.0,917.0,4547,1924.0,1448.0,789.0,386.0
1680,11324,13394,321330,2397366.0,FARMERS AND MERCHANTS STATE BANK OF BUSHNELL,Bushnell,IL,61422,12/31/2016,8/17/2020,NM,484 E. Main St.,PRAIRIELAND BCORP EMPLOYEE STK OWNERSHIP PLAN&TR,2,0,0,2,0,Mcdonough,,,1/1/1914,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.bushnellbank.com,7814.0,1194.0,2739.0,2765.0,1116.0,3664,208.0,1247.0,916.0,1293.0
1681,8756,0,864248,2072270.0,"FARMERS AND MERCHANTS STATE BANK OF NEOLA, IOWA",Neola,IA,51559,12/31/2016,8/17/2020,NM,300 Front St.,FMSB BCORP,2,0,0,2,1,Pottawattamie,36540.0,"Omaha-Council Bluffs, NE-IA",1/1/1886,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Chicago,Western,Western,0,1,,6497.0,1571.0,3314.0,1081.0,531.0,4176,1154.0,1760.0,1262.0,0.0
1682,10165,12484,728957,1123791.0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,Pierz,MN,56364,12/31/2016,8/17/2020,NM,80 Main St. N,FARMERS&MERCHANTS AGENCY INC,3,0,0,2,1,Morrison,,,1/1/1908,1/1/1934,11/5/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.fmpierz.com,37122.0,6689.0,15073.0,8440.0,6920.0,16637,3126.0,4664.0,3630.0,5217.0
1683,1901,0,762353,1122981.0,FARMERS AND MERCHANTS STATE BANK OF SACRED HEART,Sacred Heart,MN,56285,12/31/2016,8/17/2020,NM,200 W. Maple St.,POE INVESTMENT CO,1,0,0,2,1,Renville,,,3/4/1905,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,,5310.0,1138.0,3361.0,809.0,2.0,3330,530.0,2490.0,310.0,0.0
1684,13382,12107,770451,2780717.0,FARMERS AND MERCHANTS STATE BANK OF SPRINGFIELD,Springfield,MN,56087,12/31/2016,8/17/2020,NM,101 N. Marshall Ave.,PIESCO INC,2,0,0,2,0,Brown,,,1/1/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,https://www.fmb-ebank.com,12872.0,4241.0,5151.0,3242.0,238.0,4534,1413.0,2186.0,935.0,0.0
1685,13662,0,411651,2911931.0,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",Bloomfield,NE,68718,12/31/2016,8/17/2020,NM,103 N Broadway St,LAURITZEN INVESTMENTS INC,6,0,1,2,0,Knox,,,1/1/1895,1/17/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Kansas City,Western,Western,0,1,www.fandmstatebank.com,12518.0,2972.0,6806.0,2646.0,94.0,9390,400.0,5887.0,3103.0,0.0
1686,8405,9850,289515,1118238.0,FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG,Chambersburg,PA,17201,12/31/2016,8/17/2020,NM,20 S. Main St.,FRANKLIN FINL SERVICES CORP,25,0,0,4,0,Franklin,16540.0,"Chambersburg-Waynesboro, PA",1/10/1906,1/1/1934,2/12/2016,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,1,fmtrust.bank,54250.0,10554.0,21049.0,15900.0,6747.0,20871,5407.0,9062.0,4138.0,2264.0
1687,14445,14748,51842,2653071.0,FARMERS AND MERCHANTS UNION BANK,Columbus,WI,53925,12/31/2016,8/17/2020,NM,159 W. James St.,JEWEL BOX FINL SERVICES INC,6,0,0,2,0,Columbia,31540.0,"Madison, WI",9/5/1861,6/5/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1,WWW.FMUB.COM,37283.0,9325.0,16088.0,11870.0,0.0,112653,9111.0,45984.0,42994.0,14564.0
1688,22888,0,658924,,FARMERS AND MINERS BANK,Pennington Gap,VA,24277,12/31/2016,8/17/2020,SM,41526 W. Morgan Ave.,,6,0,0,8,0,Lee,,,7/2/1979,7/2/1979,1/1/2012,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,http://www.farmersandminersbank.com,21744.0,8577.0,9590.0,3205.0,372.0,22799,9249.0,9944.0,3066.0,540.0
1689,10896,0,672041,1209659.0,FARMERS AND TRADERS SAVINGS BANK,Douds,IA,52551,12/31/2016,8/17/2020,NM,14155 Hwy 98,FARMERS&TRADERS BCORP INC,1,0,0,2,0,Van Buren,,,5/20/1910,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,,5610.0,891.0,1727.0,2324.0,668.0,3664,455.0,1685.0,1524.0,0.0
1690,1296,0,325141,1417511.0,FARMERS BANK,Greenwood,AR,72936,12/31/2016,8/17/2020,NM,71 W. Ctr. St,WILKINSON BANKING CORP,11,0,0,8,0,Sebastian,22900.0,"Fort Smith, AR-OK",8/1/1907,1/1/1934,5/26/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Southeast,0,1,http://www.gofarmersbank.com,24639.0,9812.0,11813.0,2476.0,538.0,20269,5962.0,10228.0,2816.0,1263.0
1691,57335,0,3020447,3020438.0,FARMERS BANK,Ault,CO,80610,12/31/2016,8/17/2020,SM,119 1st St.,FARMERS BANK HOLDING CO,2,0,0,2,1,Weld,24540.0,"Greeley, CO",12/28/2001,12/28/2001,7/16/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.farmersbank-weld.com,16545.0,2386.0,8928.0,4781.0,450.0,47954,5726.0,22247.0,16062.0,3919.0
1692,15810,9985,401447,,FARMERS BANK,Hamburg,AR,71646,12/31/2016,8/17/2020,NM,210 N. Main,,1,0,0,7,0,Ashley,,,4/15/1941,4/15/1941,2/27/2012,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Southeast,0,1,,6823.0,940.0,3413.0,2417.0,53.0,7332,454.0,1744.0,5134.0,0.0
1693,2429,0,619327,4553960.0,FARMERS BANK,Windsor,VA,23487,12/31/2016,8/17/2020,SM,50 E. Windsor Blvd.,FARMERS BANKSHARES INC,6,0,0,4,0,Isle Of Wight,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",11/15/1919,1/1/1934,3/31/2006,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,www.farmersbankva.com,42461.0,6064.0,11344.0,16845.0,8208.0,40309,3833.0,7936.0,20455.0,8085.0
