,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
56,3304,0,1006951,3183959.0,AIMBANK,Littlefield,TX,79339,12/31/2016,8/17/2020,NM,337 Phelps Ave.,AIM BANCSHARES INC,16,0,0,4,1,Lamb,,,9/19/1925,1/1/1934,1/23/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,aim.bank,84036.0,12074.0,34848.0,35004.0,2111.0,181789,27616.0,93088.0,51732.0,9353.0
57,35314,0,2877484,3047583.0,ALAMERICA BANK,Birmingham,AL,35205,12/31/2016,8/17/2020,NM,2170 Highland Ave.,ALAMERICA BANCCORP INC,1,0,0,4,1,Jefferson,13820.0,"Birmingham-Hoover, AL",1/28/2000,1/28/2000,2/24/2011,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://alamericabank.com,6248.0,1102.0,1633.0,2979.0,534.0,17174,3582.0,8024.0,3259.0,2309.0
58,13947,0,869953,1061222.0,ALAMOSA STATE BANK,Alamosa,CO,81101,12/31/2016,8/17/2020,NM,2225 Main St.,ALAMOSA BCORP LTD,2,0,0,2,1,Alamosa,,,3/1/1907,2/23/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.alamosastatebank.com,10105.0,3145.0,5438.0,1522.0,0.0,31643,9605.0,21047.0,991.0,0.0
59,17230,0,2732,1208933.0,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,Chicago,IL,60625,12/31/2016,8/17/2020,N,3424 W. Lawrence Ave.,ALBANK CORP,4,0,0,4,0,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",6/27/1953,6/27/1953,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.albanybank.com,30895.0,8826.0,15889.0,5025.0,1155.0,92379,65189.0,22501.0,4048.0,641.0
60,34106,14711,2332666,3842649.0,ALBINA COMMUNITY BANK,Portland,OR,97212,12/31/2016,8/17/2020,NM,2002 N.E. Martin Luther King,BENEFICIAL STATE FOUNDATION,5,0,0,4,0,Multnomah,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",12/19/1995,12/19/1995,8/4/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1,,10131.0,2570.0,4669.0,2385.0,508.0,14853,8409.0,4022.0,2305.0,117.0
61,17622,12071,388744,,ALDEN STATE BANK,Alden,MI,49612,12/31/2016,8/17/2020,NM,Coy &helena St.,,4,0,0,4,0,Antrim,,,1/1/1934,6/22/1956,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1,http://www.aldenbank.com,13008.0,3167.0,5281.0,2550.0,2010.0,10424,1387.0,4141.0,2081.0,2815.0
62,9831,0,414102,,ALDEN STATE BANK,Alden,NY,14004,12/31/2016,8/17/2020,SM,13216 Broadway,,2,0,0,5,0,Erie,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",10/5/1916,1/1/1934,5/1/2009,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,WWW.ALDENSTATE.COM,37881.0,12530.0,14583.0,9127.0,1641.0,30876,6255.0,18624.0,4571.0,1426.0
63,3931,10999,933256,2067007.0,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",Grand Forks,ND,58201,12/31/2016,8/17/2020,N,401 Demers Ave.,ALERUS FINANCIAL CORP,19,0,1,4,0,Grand Forks,24220.0,"Grand Forks, ND-MN",9/30/1933,1/1/1934,1/16/2016,Stock,0,1,OCC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,http://www.alerus.com,114814.0,33689.0,46472.0,20809.0,13844.0,125595,43601.0,48943.0,19459.0,13592.0
64,13080,0,585235,1201989.0,ALGONQUIN STATE BANK,Algonquin,IL,60102,12/31/2016,8/17/2020,NM,2400 Huntington Dr. N.,FIRST ALGONQUIN CO,4,0,0,7,1,Mchenry,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",3/3/1902,1/1/1934,12/23/2016,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.algonquinstatebank.com,10882.0,2406.0,4857.0,2798.0,821.0,4910,938.0,1812.0,1793.0,367.0
65,20093,16002,25357,,ALL AMERICA BANK,Oklahoma City,OK,73128,12/31/2016,8/17/2020,NM,200 S. Rockwell Ave.,,7,0,0,2,1,Oklahoma,36420.0,"Oklahoma City, OK",12/22/1969,12/22/1969,6/28/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,https://www.allamerica.bank,58008.0,17082.0,35097.0,2615.0,3215.0,40599,12516.0,16296.0,5300.0,6487.0
66,6058,0,1829,1247419.0,ALLEGHENY VALLEY BANK OF PITTSBURGH,Pittsburgh,PA,15201,12/31/2016,8/17/2020,NM,5137 Butler St.,ALLEGHENY VALLEY BCORP INC,8,0,0,4,0,Allegheny,38300.0,"Pittsburgh, PA",10/15/1900,1/1/1934,2/2/2007,Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1,,38273.0,6050.0,10623.0,12339.0,9261.0,26821,11437.0,2968.0,7426.0,4990.0
67,58629,0,3579589,3744239.0,ALLEGIANCE BANK,Houston,TX,77040,12/31/2016,8/17/2020,NM,8727 W. Sam Houston Pkwy. N.,ALLEGIANCE BANCSHARES INC,16,0,0,4,0,Harris,26420.0,"Houston-The Woodlands-Sugar Land, TX",10/15/2007,10/15/2007,8/10/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,1,www.allegiancebank.com,116226.0,23588.0,45186.0,42905.0,4547.0,562169,143231.0,190803.0,185422.0,42713.0
68,197,9807,493741,1138405.0,ALLIANCE BANK,Francesville,IN,47946,12/31/2016,8/17/2020,NM,101 W. Montgomery St.,ALLIANCE BCORP,7,0,0,2,1,Pulaski,,,7/3/1930,1/1/1934,8/17/2016,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.myalliancebank.com,22527.0,5146.0,9669.0,5782.0,1930.0,18564,9211.0,6531.0,1962.0,860.0
69,11569,10383,176464,2127068.0,ALLIANCE BANK,Sulphur Springs,TX,75482,12/31/2016,8/17/2020,NM,100 Jefferson St.,ALLIANCE BANCSHARES INC,13,0,0,4,1,Hopkins,,,6/16/1927,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,alliancebank.com,69473.0,15614.0,35152.0,15690.0,3017.0,49580,12037.0,22986.0,12065.0,2492.0
70,12511,11730,21658,1126082.0,ALLIANCE BANK,Mondovi,WI,54755,12/31/2016,8/17/2020,NM,245 S. Eau Claire St.,GEBSCO INC,5,0,0,2,1,Buffalo,,,1/1/1900,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1,www.alliancebank.us,32637.0,4940.0,12391.0,11891.0,3415.0,16612,2247.0,5679.0,6387.0,2299.0
71,10973,12291,166652,1127146.0,ALLIANCE BANK,Lake City,MN,55041,12/31/2016,8/17/2020,NM,105 E. Lyon Ave.,ALLIANCE FINL SERVICES INC,10,0,0,4,1,Wabasha,40340.0,"Rochester, MN",1/1/1867,1/1/1934,9/4/2015,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.alliancebanks.com,54385.0,11698.0,34912.0,5950.0,1825.0,61664,12947.0,35417.0,12482.0,818.0
72,34566,0,2619714,3253629.0,ALLIANCE BANK,Cape Girardeau,MO,63701,12/31/2016,8/17/2020,NM,217 N. Kingshighway,ALLIANCE BANCSHARES INC,3,0,0,2,0,Cape Girardeau,16020.0,"Cape Girardeau, MO-IL",10/23/1997,10/23/1997,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,www.alliancebanking.com,17717.0,3061.0,11303.0,2409.0,944.0,36446,19198.0,16446.0,802.0,0.0
73,34930,0,2694944,2695727.0,ALLIANCE BANK,Topeka,KS,66614,12/31/2016,8/17/2020,NM,3001 S.W. Wanamaker Rd.,NEW MILLENNIUM BANKSHARES INC,2,0,0,4,0,Shawnee,45820.0,"Topeka, KS",9/3/1998,9/3/1998,2/20/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,http://www.alliancebankks.com,13307.0,1761.0,6304.0,4328.0,914.0,13126,2096.0,6593.0,3917.0,520.0
74,57733,0,3276543,3706684.0,ALLIANCE BANK & TRUST COMPANY,Gastonia,NC,28054,12/31/2016,8/17/2020,NM,292 W. Main Ave,AB&T FINANCIAL CORP,6,0,0,4,0,Gaston,16740.0,"Charlotte-Concord-Gastonia, NC-SC",9/8/2004,9/8/2004,9/3/2008,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Charlotte,Richmond,Northeastern,Southeast,0,1,www.alliancebanknc.com,7960.0,1127.0,3120.0,3010.0,703.0,17737,4511.0,7355.0,4588.0,1283.0
75,15657,0,601658,3615441.0,ALLIANCE BANK CENTRAL TEXAS,Waco,TX,76710,12/31/2016,8/17/2020,NM,4721 Bosque Blvd,ABCT HOLDINGS INC,3,0,0,4,0,Mclennan,47380.0,"Waco, TX",3/16/1939,3/20/1939,1/11/2010,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,https://www.alliancebanktexas.com,12186.0,3371.0,6328.0,2053.0,434.0,58817,20751.0,25405.0,11355.0,1306.0
76,1946,11748,35057,2352253.0,ALLIANT BANK,Madison,MO,65263,12/31/2016,8/17/2020,NM,101 E. Broadway,NEMO BANCSHARES INC,5,0,0,2,1,Monroe,,,2/20/1888,1/1/1934,1/25/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1,http://www.alliantbank.com,13187.0,2246.0,5844.0,4045.0,1052.0,42571,4422.0,15207.0,17434.0,5508.0
77,55130,0,2140348,3051580.0,"ALLIED FIRST BANK,SB",Oswego,IL,60543,12/31/2016,8/17/2020,SB,3201 Orchard Rd,ALLIED FIRST BCORP INC,1,0,0,8,0,Kendall,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",1/3/1994,9/1/2001,4/27/2016,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.alliedfirst.com,4675.0,957.0,1624.0,1504.0,590.0,16895,6213.0,5277.0,4992.0,413.0
78,4051,0,146056,3176559.0,ALLNATIONS BANK,Calumet,OK,73014,12/31/2016,8/17/2020,SM,114 E. Main St.,ALLNATIONS BCORP INC,2,0,0,2,0,Canadian,36420.0,"Oklahoma City, OK",1/1/1901,1/1/1934,6/22/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.anbok.com,2564.0,1400.0,887.0,277.0,0.0,2065,1858.0,207.0,0.0,0.0
79,57803,0,3284070,1562859.0,ALLY BANK,Midvale,UT,84047,12/31/2016,8/17/2020,SM,6985 S Union Park Ctr,ALLY FINANCIAL INC,1,0,0,4,0,Salt Lake,41620.0,"Salt Lake City, UT",8/2/2004,8/2/2004,11/4/2016,Stock,0,1,FED,DIF,San Francisco,WASHINGTON,Salt Lake City,San Francisco,Western,West,0,0,http://www.ally.com,19737488.0,2081680.0,7144193.0,9254450.0,1257165.0,12057997,1721970.0,5258901.0,3769471.0,1307655.0
80,58424,0,3633173,,ALMA BANK,Astoria,NY,11102,12/31/2016,8/17/2020,NM,28-31 31st St.,,13,0,1,4,0,Queens,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",9/12/2007,9/12/2007,3/13/2016,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,http://www.almabank.com,86231.0,11638.0,30272.0,26644.0,17677.0,298386,27891.0,65680.0,119054.0,85761.0
81,15426,0,224552,,ALMENA STATE BANK,Almena,KS,67622,12/31/2016,8/17/2020,NM,500 Main St.,,3,0,0,2,1,Norton,,,1/1/1934,10/3/1936,7/11/2015,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,www.almenastatebank.com,6560.0,1790.0,3564.0,1143.0,63.0,32875,3639.0,19011.0,9727.0,498.0
82,59060,0,4262543,,ALOSTAR BANK OF COMMERCE,Birmingham,AL,35243,12/31/2016,8/17/2020,NM,"3595 Grandview Parkway, # 42",,1,0,0,4,0,Jefferson,13820.0,"Birmingham-Hoover, AL",4/15/2011,4/15/2011,1/7/2016,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,,89891.0,20941.0,50718.0,17998.0,234.0,287478,79882.0,142124.0,64467.0,1005.0
83,23091,10415,260055,1061679.0,ALPINE BANK,Glenwood Springs,CO,81601,12/31/2016,8/17/2020,NM,2200 Grand Ave.,ALPINE BANKS OF COLORADO,44,0,0,4,0,Garfield,,,4/1/1980,4/1/1980,7/12/2007,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.alpinebank.com,68012.0,15541.0,33655.0,14428.0,4387.0,100991,18529.0,41717.0,24892.0,15853.0
84,18545,13094,813947,1130098.0,ALPINE BANK & TRUST CO.,Rockford,IL,61107,12/31/2016,8/17/2020,SM,1700 N Alpine Rd,ALPINE BCORP INC,20,0,0,4,1,Winnebago,40420.0,"Rockford, IL",6/25/1962,6/25/1962,7/12/2008,Stock,0,1,FED,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,,148095.0,25646.0,42449.0,45543.0,34457.0,71936,16750.0,24179.0,18996.0,12011.0
85,35377,0,2889227,,ALPINE CAPITAL BANK,New York,NY,10019,12/31/2016,8/17/2020,NM,"680 5th Ave, 7th Fl.",,1,0,0,4,1,New York,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",3/1/2000,3/1/2000,5/26/2010,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,https://www.alpinecapitalbank.com,3033.0,513.0,298.0,1631.0,591.0,44940,20171.0,4094.0,16007.0,4668.0
86,19590,0,199436,1081510.0,ALTAMAHA BANK AND TRUST COMPANY,Vidalia,GA,30474,12/31/2016,8/17/2020,NM,206 Jackson St.,ALTAMAHA BANCSHARES INC,4,0,0,4,1,Toombs,,,5/16/1966,5/19/1966,1/25/2013,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,http://www.altamaha.bank,29287.0,5905.0,14639.0,7608.0,1135.0,24432,4568.0,11385.0,7858.0,621.0
87,58275,0,3453737,4152505.0,ALTAPACIFIC BANK,Santa Rosa,CA,95403,12/31/2016,8/17/2020,SM,4845 Old Redwood Hwy.,ALTAPACIFIC BCORP,5,0,0,4,0,Sonoma,42220.0,"Santa Rosa, CA",7/10/2006,7/10/2006,6/20/2016,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,,3030.0,963.0,1837.0,230.0,0.0,19500,3038.0,5628.0,10834.0,0.0
88,1149,15588,50957,1247428.0,ALTERRA BANK,Leawood,KS,66211,12/31/2016,8/17/2020,SM,11300 Tomahawk Creek Pkwy,FIRST BUS FINL SERVICES INC,1,0,0,4,0,Johnson,28140.0,"Kansas City, MO-KS",1/1/1892,1/1/1934,7/10/2013,Stock,0,0,FED,DIF,Kansas City,CHICAGO,Kansas City,Kansas City,Western,Western,0,0,,10790.0,3238.0,6055.0,1283.0,213.0,73466,19520.0,33073.0,20609.0,264.0
89,8276,0,881441,1491548.0,ALTON BANK,Alton,MO,65606,12/31/2016,8/17/2020,NM,26 Court Sq.,ALTON BANCSHARES INC,2,0,0,2,1,Oregon,,,4/17/1924,1/1/1934,6/17/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1,www.altonbank.com,6013.0,1341.0,2526.0,1230.0,916.0,7706,1834.0,2936.0,1505.0,1431.0
90,27711,153,777870,,ALTOONA FIRST SAVINGS BANK,Altoona,PA,16603,12/31/2016,8/17/2020,SB,203 N. Logan Blvd.,,5,0,0,4,0,Blair,11020.0,"Altoona, PA",1/1/1927,3/31/1937,3/31/2006,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,www.altoonabank.com,47621.0,8361.0,18449.0,11000.0,9811.0,41242,8299.0,24076.0,2565.0,6302.0
91,9465,9767,246956,3822687.0,ALVA STATE BANK & TRUST COMPANY,Alva,OK,73717,12/31/2016,8/17/2020,NM,518 College Ave.,GRACE INV CO INC ESOP THE,4,0,0,2,1,Woods,,,9/10/1901,1/1/1934,6/27/2014,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,WWW.ALVASTATEBANK.COM,36783.0,13408.0,17216.0,3708.0,2451.0,64861,24337.0,23778.0,10682.0,6064.0
92,622,9297,661308,4400336.0,AMALGAMATED BANK,New York,NY,10001,12/31/2016,8/17/2020,NM,275 7th Ave.,WORKERS UNITED,15,0,1,4,0,New York,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",4/14/1923,1/1/1934,4/25/2014,Stock,0,1,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,0,http://AMALGAMATEDBANK.COM,181716.0,46315.0,97904.0,29364.0,8134.0,304551,103385.0,181762.0,16967.0,2437.0
93,903,10892,397531,1020676.0,AMALGAMATED BANK OF CHICAGO,Chicago,IL,60603,12/31/2016,8/17/2020,NM,30 N. Lasalle St.,AMALGAMATED INVESTMENTS CO,2,0,0,4,0,Cook,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",6/30/1922,1/1/1934,9/8/2015,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.aboc.com,5593.0,1111.0,4014.0,466.0,2.0,18839,6959.0,11314.0,566.0,0.0
94,14531,10978,353555,1107205.0,AMARILLO NATIONAL BANK,Amarillo,TX,79101,12/31/2016,8/17/2020,N,410 S Taylor,AMARILLO NATIONAL BCORP INC,20,0,0,4,1,Potter,11100.0,"Amarillo, TX",1/1/1892,1/1/1934,5/1/2010,Stock,0,1,OCC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,www.anb.com,166884.0,54316.0,78792.0,25802.0,7974.0,461993,227042.0,183903.0,41340.0,9708.0
95,28701,2179,206174,,AMBLER SAVINGS BANK,Ambler,PA,19002,12/31/2016,8/17/2020,SB,155 E Butler Ave,,8,0,0,5,0,Montgomery,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/1899,9/17/1936,4/25/2016,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,www.amblersav.com,60197.0,8748.0,20520.0,20801.0,10128.0,51088,6730.0,15864.0,21188.0,7306.0
96,6423,9315,9807,2611718.0,AMBOY BANK,Old Bridge,NJ,8857,12/31/2016,8/17/2020,SM,3590 Nj Hwy. 9 S.,AMBOY BCORP,23,0,0,4,1,Middlesex,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5/12/1888,1/1/1934,1/1/2012,Stock,0,1,FED,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.amboybank.com,137365.0,77620.0,32600.0,23634.0,3511.0,256498,90332.0,69941.0,67253.0,28972.0
97,27267,0,1169650,,AMERASIA BANK,Flushing,NY,11355,12/31/2016,8/17/2020,NM,41-06 Main St.,,5,0,1,4,0,Queens,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",6/20/1988,6/20/1988,4/1/2013,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.amerasiabankny.com,55729.0,16007.0,25476.0,14035.0,211.0,216711,35122.0,96851.0,81562.0,3176.0
98,8893,0,440857,1064492.0,AMERICA'S COMMUNITY BANK,Blue Springs,MO,64015,12/31/2016,8/17/2020,SM,1100 W. Main St.,URICH BCORP INC,1,0,0,4,1,Jackson,28140.0,"Kansas City, MO-KS",2/27/1888,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.amcommbank.com,6104.0,1446.0,2636.0,1598.0,424.0,11361,1713.0,4667.0,3596.0,1385.0
99,20311,10556,630555,1121993.0,AMERICAN BANK,Bozeman,MT,59715,12/31/2016,8/17/2020,NM,1632 W. Main St.,GUARANTY DEVELOPMENT CO,6,0,0,4,1,Gallatin,,,7/27/1970,11/25/1970,9/15/2016,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.americanbankmontana.com,23178.0,6245.0,8893.0,6399.0,1641.0,18166,2201.0,7761.0,6745.0,1459.0
100,34422,15591,2580243,3008753.0,AMERICAN BANK,Allentown,PA,18104,12/31/2016,8/17/2020,SM,4029 W. Tilghman St.,AMERICAN BANK INC,1,0,0,4,0,Lehigh,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",6/2/1997,6/2/1997,3/31/2006,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,www.ambk.com,59198.0,6130.0,15280.0,15643.0,22145.0,52539,4694.0,13722.0,12567.0,21556.0
101,1117,0,275358,1131406.0,AMERICAN BANK & TRUST,Wessington Sprin,SD,57382,12/31/2016,8/17/2020,NM,120 E. Main St.,LEACKCO BANK HOLDING CO INC,9,0,0,2,1,Jerauld,,,1/1/1892,1/1/1934,5/17/2014,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,www.abt.bank,61564.0,17647.0,25720.0,15277.0,2920.0,64775,14884.0,20492.0,20682.0,8717.0
102,19234,0,597452,1104615.0,AMERICAN BANK & TRUST COMPANY,Covington,LA,70433,12/31/2016,8/17/2020,NM,1819 N. Columbia St.,AMERICAN BANCSHARES INC,4,0,0,4,0,Saint Tammany,35380.0,"New Orleans-Metairie, LA",9/14/1964,9/14/1964,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.americanbankandtrust.com,13324.0,5092.0,6089.0,1911.0,232.0,11999,4698.0,6223.0,1078.0,0.0
103,17906,0,83834,1085349.0,AMERICAN BANK & TRUST COMPANY,Opelousas,LA,70570,12/31/2016,8/17/2020,NM,307 E. Landry St.,AMERICAN BCORP INC,8,0,0,4,1,Saint Landry,,,9/22/1958,9/22/1958,3/31/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,http://www.americanbankandtrust.net,11318.0,3516.0,5709.0,2093.0,0.0,12886,4588.0,6950.0,1348.0,0.0
104,35568,0,2919898,1119404.0,"AMERICAN BANK & TRUST COMPANY, INC.",Bowling Green,KY,42103,12/31/2016,8/17/2020,NM,1302 Scottsville Rd.,FIRST BRECKINRIDGE BANCSHARES,5,0,0,4,0,Warren,14540.0,"Bowling Green, KY",7/5/2000,7/5/2000,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1,www.ambanking.com,36330.0,4182.0,10498.0,17217.0,4433.0,45469,6352.0,13498.0,21291.0,4328.0
105,31980,7685,718079,2226475.0,AMERICAN BANK & TRUST OF THE CUMBERLANDS,Livingston,TN,38570,12/31/2016,8/17/2020,NM,808 W. Main St.,AMERICAN BANCSHARES CORP,3,0,0,4,1,Overton,,,1/1/1978,8/10/1979,2/14/2011,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1,http://www.abtc.bank,45577.0,9025.0,19589.0,12248.0,4715.0,72560,16755.0,28746.0,18645.0,8414.0
106,6183,0,54441,1134694.0,AMERICAN BANK & TRUST WISCONSIN,Cuba City,WI,53807,12/31/2016,8/17/2020,NM,100 N. Main St.,ATBANCORP,5,0,0,2,0,Grant,,,10/3/1903,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,KANSAS CITY,Madison,Chicago,Central,Central,0,1,,31328.0,5563.0,16001.0,7336.0,2428.0,11874,1118.0,6046.0,4053.0,657.0
107,20537,16110,452159,,AMERICAN BANK AND TRUST COMPANY,Tulsa,OK,74135,12/31/2016,8/17/2020,NM,6060 American Plaza,,2,0,0,4,0,Tulsa,46140.0,"Tulsa, OK",11/5/1971,11/5/1971,3/23/2013,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,www.americanbanktulsa.com,4984.0,3578.0,1311.0,95.0,0.0,26482,7401.0,16913.0,1759.0,409.0
108,34955,0,2733263,1138610.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",Davenport,IA,52807,12/31/2016,8/17/2020,N,4301 E. 53rd St.,AMBANK HOLDINGS INC,9,0,1,4,1,Scott,19340.0,"Davenport-Moline-Rock Island, IA-IL",1/5/1999,1/5/1999,3/31/2006,Stock,0,1,OCC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,http://www.ambankqc.com,29915.0,5947.0,11771.0,8558.0,3639.0,22885,3145.0,8597.0,5149.0,5994.0
109,22559,14001,971959,1133781.0,AMERICAN BANK CENTER,Dickinson,ND,58601,12/31/2016,8/17/2020,NM,140 1st Ave. W.,AMERICAN BANCOR LTD,17,0,1,2,0,Stark,,,12/1/1977,12/1/1977,9/19/2016,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,http://www.weareamerican.bank,107041.0,15084.0,48383.0,38280.0,5294.0,53111,8760.0,29441.0,13451.0,1459.0
110,4624,9208,1002953,1065444.0,AMERICAN BANK OF BAXTER SPRINGS,Baxter Springs,KS,66713,12/31/2016,8/17/2020,SM,1201 Military Ave.,AMERICAN BANCSHARES INC,3,0,0,2,1,Cherokee,,,1/1/1917,1/1/1934,10/28/2014,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Springfield Mo,Kansas City,Western,Western,0,1,http://www.americanbankbaxter.com,9315.0,1506.0,2738.0,3098.0,1974.0,11580,5135.0,1231.0,3406.0,1808.0
111,18609,0,215662,1107193.0,AMERICAN BANK OF COMMERCE,Wolfforth,TX,79382,12/31/2016,8/17/2020,NM,Us. Hwy. 82 &loop 193,AMERICO BANCSHARES INC,16,0,1,4,0,Lubbock,31180.0,"Lubbock, TX",9/11/1962,10/11/1962,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,www.theabcbank.com,38710.0,10162.0,17740.0,9368.0,1440.0,114022,27719.0,54575.0,28524.0,3204.0
