cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"35333","0","2857600","2857598","OAK BANK","Fitchburg","WI","53711","6/30/2020","8/17/2020","NM","5951 Mckee Rd.","OAK FINANCIAL INC","1","0","0","4","0","Dane","31540","Madison, WI","8/14/2000","8/14/2000","7/25/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","HTTP://WWW.OAKBANKONLINE.COM","331605","331605","327911","0","3683","11","0","0","","168980","112305","162625","84426","21960","56238","219300","112305","219300","303767","208937","4410","15557","15557","0","",""
"33457","15881","1864197","3726440","OAK VALLEY COMMUNITY BANK","Oakdale","CA","95361","6/30/2020","8/17/2020","SM","125 N. 3rd Ave.","OAK VALLEY BCORP","18","0","0","4","0","Stanislaus","33700","Modesto, CA","5/28/1991","5/28/1991","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.ovcb.com","1300121","1300121","1168889","0","131232","0","0","0","","881904","881904","418217","280707","99956","37554","418217","585112","715009","1282262","790205","6671","0","0","0","",""
"58827","0","3816190","","OAK VIEW NATIONAL BANK","Warrenton","VA","20186","6/30/2020","8/17/2020","N","128 Broadview Ave.","","3","0","0","4","0","Fauquier","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/2009","6/8/2009","6/8/2009","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","WWW.OAKVIEWBANK.COM","231841","231841","229500","0","2341","0","0","0","","99391","71778","132450","30420","24673","77358","160063","71572","160269","221063","194052","9915","0","0","5453","",""
"11300","0","332345","","OAKDALE STATE BANK","Oakdale","IL","62268","6/30/2020","8/17/2020","NM","86 N. Weigh St.","","1","0","0","2","0","Washington","","","12/28/1920","1/1/1934","7/2/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.oakdalestatebank.com","20612","20612","17618","0","2994","0","0","0","","6789","4221","13823","0","7822","6001","16391","4221","16391","20612","19735","303","0","0","0","",""
"58115","0","3374412","3376452","OAKSTAR BANK","Springfield","MO","65807","6/30/2020","8/17/2020","SM","1020 E Battlefield St","OAKSTAR BANCSHARES INC","18","0","1","4","0","Greene","44180","Springfield, MO","10/24/2005","10/24/2005","5/1/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","WWW.OAKSTARBANK.COM","1033796","1033796","1020302","0","13245","249","0","0","","469932","260462","563864","259314","92376","212176","773334","177884","855912","939575","848044","23922","50048","50048","249","",""
"10334","0","960560","5008971","OAKWOOD BANK","Dallas","TX","75225","6/30/2020","8/17/2020","NM","8411 Preston Rd. Suite 106","OAKWOOD BANCSHARES INC","4","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1900","1/1/1934","1/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.oakwoodbank.com","476617","476617","453021","0","18191","5406","0","0","","131773","110723","344845","246077","8404","90363","365895","111887","364730","451890","306221","4312","0","0","4163","",""
"13030","0","37051","5280133","OAKWOOD BANK","Pigeon Falls","WI","54760","6/30/2020","8/17/2020","NM","40214 S Ekern Ave.","PF INVESTORS INC","4","0","0","2","1","Trempealeau","","","4/6/1920","1/1/1934","4/4/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.oakwoodbank.net","79872","79872","77729","9","2134","0","0","0","","15361","5178","64511","13572","8324","42615","74694","5178","74694","68946","70527","4363","0","0","0","",""
"58783","0","3720608","4503910","OAKWORTH CAPITAL BANK","Birmingham","AL","35209","6/30/2020","8/17/2020","NM","850 Shades Creek Pkwy.","OAKWORTH CAPITAL INC","2","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","3/31/2008","3/31/2008","1/29/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.oakworthcapital.com","702534","702534","701456","0","1078","0","0","0","","297993","297990","404541","265055","52269","87218","404544","192160","510374","636645","313388","3649","0","0","0","",""
"24156","0","663834","1136661","OCEAN BANK","Miami","FL","33126","6/30/2020","8/17/2020","NM","780 N.W. 42nd Ave.","OCEAN BANKSHARES INC","23","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/9/1982","12/9/1982","1/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.oceanbank.com","3819149","3819149","3715693","0","38012","54907","10537","0","","260732","252510","3558417","586310","1976635","995474","3566639","147232","3671917","3193305","2520464","53153","150042","150042","52153","",""
"28359","1437","85472","2609975","OCEANFIRST BANK, NATIONAL ASSOCIATION","Toms River","NJ","8753","6/30/2020","8/17/2020","N","975 Hooper Ave.","OCEANFIRST FINANCIAL CORP","66","0","1","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1902","3/14/1938","1/1/2020","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.oceanfirst.com","8997285","8997285","7102433","7249","1808493","79111","0","0","","1309903","737178","7687383","681081","5364637","1641664","8260108","618965","8378320","8448466","5457578","183400","304082","304082","79111","",""
"30111","4769","853671","4234054","OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION","Seneca","SC","29678","6/30/2020","8/17/2020","SA","115 E. N. 2nd St.","OCONEE FEDERAL MHC","8","0","1","5","0","Oconee","","","1/1/1924","9/26/1940","12/1/2014","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.oconeefederal.com","423295","423295","420743","0","2552","0","0","0","","103206","50241","320089","81773","40396","197920","373054","46198","377097","404522","370867","52779","0","0","0","",""
"18143","11902","573036","2729499","OCONEE STATE BANK","Watkinsville","GA","30677","6/30/2020","8/17/2020","NM","35 N. Main St.","OCONEE FINANCIAL CORP","5","0","0","4","0","Oconee","12020","Athens-Clarke County, GA","2/1/1960","2/1/1960","8/1/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.oconeestatebank.com","400379","400379","380037","0","19100","1242","0","0","","243759","225003","156620","61810","48425","46385","175376","104433","295946","387179","338089","5672","0","0","0","",""
"14574","0","876157","3072594","ODIN STATE BANK","Odin","MN","56160","6/30/2020","8/17/2020","NM","101 E. Main St.","ODIN BANCSHARES INC","1","0","0","2","1","Watonwan","","","6/9/1904","3/28/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.odinstatebank.com","40004","40004","34559","0","3459","1985","0","0","","9862","7565","30141","5200","4381","20561","32438","7565","32439","33766","35506","5257","1985","1985","0","",""
"58231","0","3447772","","OHANA PACIFIC BANK","Honolulu","HI","96814","6/30/2020","8/17/2020","NM","1357 Kapiolani Blvd, # 102","","2","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","6/1/2006","6/1/2006","4/22/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.ohanapacificbank.com","180336","180336","159691","0","0","20645","0","0","","53240","44004","127096","24129","24820","78146","136332","44004","136332","156039","154307","1506","0","0","20645","",""
"59144","0","5312593","","OHIO STATE BANK","Bexley","OH","43209","6/30/2020","8/17/2020","NM","2511 E. Main St.","","1","0","0","4","0","Franklin","18140","Columbus, OH","4/22/2019","4/22/2019","11/20/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankatosb.com","97233","97233","95515","0","1469","249","0","0","","54188","54151","43045","36853","2992","3200","43082","22710","74523","96981","39396","128","0","0","0","",""
"10111","13556","761543","1200311","OHNWARD BANK & TRUST","Cascade","IA","52033","6/30/2020","8/17/2020","NM","332 1st Ave. W.","OHNWARD BANCSHARES INC","6","0","0","2","0","Dubuque","20220","Dubuque, IA","2/28/1903","1/1/1934","10/23/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.ohnwardbank.bank","268371","268371","248800","0","19133","438","0","0","","113284","57028","155087","45574","27954","81559","211343","57028","211343","242264","195914","7683","5754","5754","0","",""
"4067","14509","159953","1065613","OKLAHOMA BANK AND TRUST COMPANY","Clinton","OK","73601","6/30/2020","8/17/2020","NM","600 Gary Blvd.","OKLAHOMA BCORP INC","4","0","0","2","1","Custer","","","3/2/1908","1/1/1934","5/13/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.oklabank.com","143418","143418","110041","0","33377","0","0","0","","72556","33939","70862","7684","16693","46485","109479","33939","109479","121507","91841","2693","0","0","0","",""
"18856","53452","284154","4877237","OKLAHOMA CAPITAL BANK","Tulsa","OK","74136","6/30/2020","8/17/2020","SM","8080 S. Yale Ave","CAPITAL BANK HOLDINGS INC","3","0","0","4","0","Tulsa","46140","Tulsa, OK","8/10/1963","8/10/1963","6/6/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.oklahomacapitalbank.com","139559","139559","120610","0","2650","11929","0","4370","","26420","25471","113139","46198","5726","61215","114088","25471","114088","119301","100018","1968","4013","3266","11929","",""
"22855","53410","709956","","OKLAHOMA HERITAGE BANK","Roff","OK","74865","6/30/2020","8/17/2020","NM","Main &9th St.","","4","0","0","4","0","Pontotoc","","","5/7/1979","5/7/1979","8/25/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.okheritage.com","83573","83573","72100","0","11473","0","0","0","","23235","18255","60338","18083","5078","37178","65318","18396","65177","69802","63456","0","1219","0","0","",""
"15611","0","285759","1059797","OKLAHOMA STATE BANK","Vinita","OK","74301","6/30/2020","8/17/2020","NM","120 W. Canadian St.","OKLAHOMA STATE BANCSHARES INC","3","0","0","2","1","Craig","","","7/13/1938","8/19/1938","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.okstatebank.com","145424","145424","130719","102","14308","295","0","0","","54982","44806","90442","6662","15653","68128","100618","46387","99037","113733","120908","3406","8311","8311","0","",""
"13416","0","324256","1065864","OKLAHOMA STATE BANK","Buffalo","OK","73834","6/30/2020","8/17/2020","NM","122 S. Hoy St","BUFFALO BANCSHARES INC","2","0","0","2","1","Harper","","","2/10/1930","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.osbbuffalo.com","55773","55773","41993","0","13780","0","0","0","","28308","17090","27465","2489","8469","16507","38683","17090","38683","50082","45273","353","0","0","0","",""
"5994","0","905356","2725660","OKLAHOMA STATE BANK","Guthrie","OK","73044","6/30/2020","8/17/2020","NM","2610 S. Division Ave.","TOWN&COUNTRY BANCSHARES INC","4","0","0","4","0","Logan","36420","Oklahoma City, OK","1/1/1909","1/1/1934","2/13/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.osbbank.com","144988","144988","136361","0","5398","3229","0","0","","50181","37506","94807","33239","7957","53613","107482","37509","107479","135634","120538","2770","0","0","2973","",""
"58504","0","3610718","","OLD DOMINION NATIONAL BANK","North Garden","VA","22959","6/30/2020","8/17/2020","N","4916 Plank Rd, # 216","","5","0","1","4","0","Albemarle","16820","Charlottesville, VA","7/23/2007","7/23/2007","6/20/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.odnbonline.com","523623","523623","468685","0","15102","39836","0","0","","314262","250399","209361","144506","4045","60811","273224","250399","273224","477010","246419","2079","43605","6001","0","",""
"35303","0","2839053","2839044","OLD MISSION BANK","Sault Sainte Mar","MI","49783","6/30/2020","8/17/2020","NM","2701 1-75 Business Spur","OLD MISSION BCORP INC","2","0","0","4","0","Chippewa","","","2/7/2000","2/7/2000","12/31/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","www.oldmissionbank.com","115228","115228","101194","3","14031","0","0","0","","51908","26990","63320","16082","16883","30355","88238","26958","88270","111420","90390","7959","0","0","0","",""
"8252","0","2785646","2816803","OLD MISSOURI BANK","Springfield","MO","65807","6/30/2020","8/17/2020","SM","3570 S. National","JAMESMARK BANCSHARES INC","7","0","0","2","0","Greene","44180","Springfield, MO","4/13/1883","1/1/1934","5/10/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.oldmissouribank.com","478655","478655","418667","0","28275","31713","0","0","","109683","109683","368972","88587","20691","259694","368972","62910","415745","385934","344454","19923","43962","11","31212","",""
"3832","15401","208244","1098303","OLD NATIONAL BANK","Evansville","IN","47708","6/30/2020","8/17/2020","N","1 Main St.","OLD NATIONAL BCORP","174","0","1","4","0","Vanderburgh","21780","Evansville, IN-KY","8/27/1907","1/1/1934","8/12/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","0","www.oldnational.com","16371937","16371937","15410697","2","960885","353","0","0","0","1434482","1068797","14937455","10502395","2973641","1461419","15303140","1068797","15303140","15810399","10147960","232562","150617","150617","0","0","0"
"58314","0","3404207","2260406","OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION","New Lenox","IL","60451","6/30/2020","8/17/2020","N","280 Veterans Pkwy","WINTRUST FINANCIAL CORP","14","0","1","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/16/2006","3/16/2006","11/15/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.oldplanktrailbank.com","1696802","1696802","1344348","2","341039","11413","0","0","","671843","478235","1024959","475753","253405","295801","1218567","370914","1325888","1565719","1216640","50935","87367","86119","715","",""
"3603","14165","936136","1206911","OLD SECOND NATIONAL BANK","Aurora","IL","60506","6/30/2020","8/17/2020","N","37-39 S. River St.","OLD SECOND BCORP INC","28","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/21/1887","1/1/1934","4/20/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.oldsecond.com","2488613","2488613","2278279","2","206705","3627","0","0","","318857","236729","2169756","1358093","384266","427399","2251884","236729","2251884","2423366","1822033","90616","0","0","30680","",""
"28599","1925","550279","","OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION","Olympia","WA","98507","6/30/2020","8/17/2020","SB","421 Capitol Way S","","8","0","0","5","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1906","12/7/1934","3/19/2018","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.olyfed.com","616144","616144","614139","0","2005","0","0","0","","140515","73716","475629","103606","116817","255206","542428","43788","572356","583598","572453","36442","0","0","0","",""
"8871","0","854548","","OMNIBANK","Bay Springs","MS","39422","6/30/2020","8/17/2020","NM","531 3rd St.","","3","0","0","4","0","Jasper","","","1/1/1907","1/1/1934","6/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.theomnibankonline.com","49050","49050","48959","0","91","0","0","0","","23530","16971","25520","7854","7980","9687","32079","16971","32079","47879","40833","1391","0","0","0","",""
"34171","0","2391588","3153260","ONB BANK","Rochester","MN","55901","6/30/2020","8/17/2020","NM","975 34th Ave. Nw","OLMSTED HOLDING CORP","3","0","0","4","1","Olmsted","40340","Rochester, MN","5/9/1996","5/9/1996","5/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankononb.com","100386","100386","92536","0","104","7746","0","0","","40385","37787","60001","30002","3535","26464","62599","29523","70863","97506","79467","970","0","0","8239","",""
"6078","0","95051","","ONE AMERICAN BANK","Centerville","SD","57014","6/30/2020","8/17/2020","NM","549 Broadway","","3","0","0","8","0","Turner","43620","Sioux Falls, SD","1/1/1883","1/1/1934","5/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.oneamericanbank.com","127243","127243","89188","0","2958","35097","0","0","","35760","26802","91483","8949","36984","45549","100441","26802","100441","112696","105334","2343","11006","11006","24091","",""
"8432","10864","99536","1081613","ONE BANK OF TENNESSEE","Cookeville","TN","38501","6/30/2020","8/17/2020","NM","140 S. Jefferson St.","B P C CORP","20","0","0","4","1","Putnam","","","11/1/1901","1/1/1934","6/1/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","onebanktn.com","1116221","1116221","1060549","0","55647","25","0","0","","603781","227952","512440","65976","132829","313635","888269","227952","888269","1037506","953040","49562","0","0","0","",""
"58811","18099","3807880","5450927","ONE FLORIDA BANK","Orlando","FL","32806","6/30/2020","8/17/2020","NM","1601 S Orange Ave","OFB BANCSHARES INC","5","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","10/29/2008","10/29/2008","6/11/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.onefloridabank.com","567919","567919","559040","0","8879","0","0","0","","203793","172715","364126","311713","3440","48974","395204","183934","383985","542933","217903","2542","0","0","0","",""
"57901","0","3296859","3311109","ONE WORLD BANK","Dallas","TX","75229","6/30/2020","8/17/2020","NM","2449 Walnut Hill Ln.","ONE WORLD HOLDING INC","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/4/2005","4/4/2005","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://oneworldbank.com","101786","101786","101786","0","0","0","0","0","","50293","50009","51493","7416","736","43341","51777","50022","51764","84486","65718","1299","0","0","0","",""
