cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"58741","18058","3664588","5097340","FIELDPOINT PRIVATE BANK & TRUST","Greenwich","CT","6830","6/30/2020","8/17/2020","SM","100 Field Point Rd.","FIELDPOINT PRIVATE HOLDINGS","2","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/30/2008","4/30/2008","4/25/2018","Stock","0","1","FED","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.fieldpointprivate.com","805425","805425","668564","0","72469","64392","0","0","","257808","193289","547617","381147","7284","159186","612136","143113","662312","748388","488821","24201","0","0","29097","",""
"27697","133","837970","","FIFTH DISTRICT SAVINGS BANK","New Orleans","LA","70114","6/30/2020","8/17/2020","SA","4000 General Degaulle Dr","","7","0","0","5","0","Orleans","35380","New Orleans-Metairie, LA","1/1/1926","8/3/1935","4/1/2016","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.fifthdistrict.com","364501","364501","364256","0","246","0","0","0","","46804","8214","317698","30659","89195","197844","356288","5645","358856","341252","349736","46283","0","0","0","",""
"6672","0","723112","1070345","FIFTH THIRD BANK, NATIONAL ASSOCIATION","Cincinnati","OH","45263","6/30/2020","8/17/2020","N","38 Fountain Sq. Plaza","FIFTH THIRD BCORP","1133","1","1","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1865","1/1/1934","11/14/2019","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Cincinnati","Cleveland","Central","Central","0","0","https://www.53.com","162636164","162444840","157652650","77","4308955","483124","34","0","191324","22877805","21187454","139567035","114638875","16895561","8032599","141257386","49712920","112731920","155231400","85656300","2897492","6811932","6511932","0","0","191324"
"25158","9145","827560","","FINANCE FACTORS, LTD.","Honolulu","HI","96813","6/30/2020","8/17/2020","NM","1164 Bishop St.","","13","0","1","4","0","Honolulu","46520","Urban Honolulu, HI","5/14/1952","6/4/1984","5/26/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","1","0","www.financefactors.com","476922","476922","472444","0","0","4478","0","0","0","811","811","476111","158880","0","317231","476111","811","476111","441296","446676","7555","0","0","0","0","0"
"31840","7523","590976","1144741","FINANCIAL FEDERAL BANK","Memphis","TN","38120","6/30/2020","8/17/2020","SM","1715 Aaron Brenner Drive, #","FINANCIAL FEDCORP INC","1","0","0","4","1","Shelby","32820","Memphis, TN-MS-AR","1/1/1973","1/14/1977","1/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.finfedmem.com","526520","526520","264820","26568","46702","188430","0","0","","30489","30489","496031","74259","2710","419062","496031","22485","504035","447158","446448","0","16586","16586","0","",""
"10176","0","88950","1124435","FINANCIAL SECURITY BANK","Kerkhoven","MN","56252","6/30/2020","8/17/2020","NM","1011 Atlantic Ave","KERKHOVEN BANCSHARES INC","2","0","0","4","1","Swift","","","1/1/1906","1/1/1934","5/3/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.financialsecuritybank.com","101891","101891","87540","0","5550","8801","0","0","","41811","35174","60080","26484","10336","23260","66717","35174","66717","94692","76008","1676","3544","0","8357","",""
"58486","0","3547131","3547159","FINEMARK NATIONAL BANK & TRUST","Fort Myers","FL","33919","6/30/2020","8/17/2020","N","12681 Creekside Ln.","FINEMARK HOLDINGS INC","13","0","1","9","0","Lee","15980","Cape Coral-Fort Myers, FL","2/16/2007","2/16/2007","5/12/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","http://www.finemarkbank.com","1923490","1923490","1842119","0","81371","0","0","0","","65425","33944","1858065","1759966","15688","82411","1889546","291971","1631519","1860452","1181886","10688","5061","5061","0","",""
"35323","0","2880019","3157549","FINWISE BANK","Murray","UT","84107","6/30/2020","8/17/2020","NM","756 E Winchester St","ALL WEST BCORP","2","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","7/25/2000","7/25/2000","1/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.finwisebank.com","157367","157367","157367","0","0","0","0","0","","78757","70126","78610","13560","6813","58237","87241","70682","86685","140710","83854","509","13928","13928","34073","",""
"2738","9695","721949","2022444","FIRST & FARMERS NATIONAL BANK, INC.","Somerset","KY","42501","6/30/2020","8/17/2020","N","2020 S. Us 27","ALBANY BCORP INC","11","0","0","8","0","Pulaski","","","10/15/1903","1/1/1934","8/19/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","Cleveland","Central","Southeast","0","1","www.firstandfarmers.com","474927","474927","467011","0","7916","0","0","0","","62747","28356","412180","18523","229925","163732","446571","135426","339501","446964","414301","26575","0","0","0","",""
"8122","0","391418","1363935","FIRST & PEOPLES BANK AND TRUST COMPANY","Russell","KY","41169","6/30/2020","8/17/2020","NM","1001 Deidrich Blvd.","FIRST&PEOPLES BANCSHARES INC","4","0","0","8","0","Greenup","26580","Huntington-Ashland, WV-KY-OH","2/28/1932","1/1/1934","7/13/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.firstandpeoplesbank.com","174603","174603","158694","1","15096","812","0","0","","86475","86475","88128","0","55638","32490","88128","35634","138969","169500","159291","6602","0","0","0","",""
"3657","11088","850036","1199974","FIRST AMERICAN BANK","Elk Grove Villag","IL","60007","6/30/2020","8/17/2020","NM","700 Busse Rd.","FIRST AMERICAN BANK CORP","59","0","1","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/26/1901","1/1/1934","10/23/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstambank.com","4358156","4358156","3976702","1","363367","18086","0","0","","2113860","1443602","2244296","1657380","203871","383045","2914554","1446689","2911467","4278328","2240894","46707","37848","110","0","",""
"15762","0","321255","","FIRST AMERICAN BANK","Stonewall","OK","74871","6/30/2020","8/17/2020","NM","301 W. Main St.","","1","0","0","2","1","Pontotoc","","","7/4/1940","7/4/1940","1/17/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fabstonewall.com","28601","28601","25076","0","3027","498","0","0","","16063","6654","12538","0","3495","9043","21947","6654","21947","28276","26170","330","0","0","747","",""
"2240","9740","771458","1108967","FIRST AMERICAN BANK","Artesia","NM","88210","6/30/2020","8/17/2020","NM","303 W Main St.","FIRST ARTESIA BANCSHARES INC","17","0","0","4","1","Eddy","","","1/1/1903","1/1/1934","5/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.firstamb.net","1243175","1243175","987999","0","255026","150","0","0","","185751","127716","1057424","830417","135421","91587","1115459","506831","736344","1196433","617125","9124","0","0","0","",""
"8149","11973","101037","1083729","FIRST AMERICAN BANK AND TRUST","Vacherie","LA","70090","6/30/2020","8/17/2020","NM","2785 Hwy 20","ONE AMERICAN CORP","25","0","0","4","0","Saint James","35380","New Orleans-Metairie, LA","12/3/1910","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.fabt.com","893998","893998","844974","0","47092","1932","0","0","","76401","68905","817597","147183","488433","181981","825093","374600","519398","855803","715400","31828","0","0","0","",""
"16858","11097","921039","1138188","FIRST AMERICAN BANK AND TRUST COMPANY","Athens","GA","30601","6/30/2020","8/17/2020","NM","300 College Ave.","FIRST AMERICAN BCORP","8","0","0","4","0","Clarke","12020","Athens-Clarke County, GA","1/1/1934","11/1/1949","6/24/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.firstamericanishere.com","552272","552272","533217","0","19054","0","0","0","","366380","178854","185891","110338","22480","53073","373417","178854","373418","543733","432853","15183","0","0","0","",""
"58593","0","3595682","4465559","FIRST AMERICAN BANK, N.A.","Hudson","WI","54016","6/30/2020","8/17/2020","N","2424 Monetary Blvd.","LAKE SHORE III CORP","1","0","0","4","0","Saint Croix","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/22/2007","6/22/2007","3/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.fa-bank.net","111103","111103","109831","0","1272","0","0","0","","22847","14419","88256","38814","2566","46876","96684","14419","96683","94331","82723","2783","3007","3007","11283","",""
"19226","9725","786340","3179877","FIRST AMERICAN NATIONAL BANK","Iuka","MS","38852","6/30/2020","8/17/2020","N","1251 1st American Dr.","FIRST AMERICAN BANCSHARES INC","10","0","0","8","1","Tishomingo","","","9/5/1964","9/5/1964","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.fanb.bank","273723","273723","257376","0","16347","0","0","0","","93548","72988","180175","54357","61402","64416","200735","72988","200735","267897","240056","18277","0","0","0","",""
"34040","0","2317672","2747765","FIRST AMERICAN STATE BANK","Greenwood Villag","CO","80111","6/30/2020","8/17/2020","SM","8390 E. Crescent Parkway, #","FIRST AMERICAN BCORP","1","0","0","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","7/10/1995","7/10/1995","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.fasbank.com","228525","228525","146932","0","3421","78172","0","0","","56610","34094","171915","44828","6840","120247","194431","34062","194463","221071","187423","5362","5001","0","27646","",""
"26312","15660","1883321","1250101","FIRST AMERICAN TRUST, FSB","Santa Ana","CA","92707","6/30/2020","8/17/2020","SA","5 1st American Way, 3rd Fl.","FIRST AMERICAN FINANCIAL CORP","10","0","1","5","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/30/1985","7/30/1985","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.firstamtrust.com","3937060","3937060","3937060","0","0","0","0","0","","182962","182962","3754098","2192446","1559793","1859","3754098","1782267","2154793","3935931","190365","0","0","0","0","",""
"16849","14212","466240","1096550","FIRST ARKANSAS BANK AND TRUST","Jacksonville","AR","72076","6/30/2020","8/17/2020","NM","600 W. Main St.","FIRST ARKANSAS BANCSHARES INC","24","0","1","4","1","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","11/5/1949","11/5/1949","8/5/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.firstarkansasbank.com","627583","627583","562454","58","64575","496","0","0","","96644","44820","530939","31472","417369","82098","582763","158398","469185","617482","514757","18121","0","0","0","",""
"15019","14337","216922","1076431","FIRST BANK","Southern Pines","NC","28387","6/30/2020","8/17/2020","SM","205 S.E. Broad St.","FIRST BCORP","102","0","1","4","0","Moore","","","1/1/1934","2/8/1935","6/30/2019","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","http://www.localfirstbank.com","5857041","5857041","5194673","0","661422","946","0","0","","103180","65352","5753861","1353053","3551556","849252","5791689","2067636","3789405","5446849","3802329","91359","64069","64069","698","",""
"6917","10684","899428","1076123","FIRST BANK","Strasburg","VA","22657","6/30/2020","8/17/2020","SM","112 W. King St.","FIRST NATIONAL CORP","14","0","0","4","0","Shenandoah","","","7/1/1907","1/1/1934","6/14/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.fbvirginia.com","853616","853616","804659","0","48957","0","0","0","","356963","232931","496653","269504","112871","114278","620685","268575","585041","831801","651330","19051","0","0","0","",""
"14885","8885","451068","1416701","FIRST BANK","Ketchikan","AK","99901","6/30/2020","8/17/2020","NM","331 Dock St.","FIRST BCORP INC","9","0","0","4","1","Ketchikan Gateway","","","9/15/1924","11/23/1934","10/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","http://www.firstbankak.com","590620","590620","526887","37","63696","0","0","0","","48655","48655","541965","96844","348251","96870","541965","172601","418019","561211","396355","13262","0","0","0","",""
"9620","13673","131436","2061162","FIRST BANK","Clewiston","FL","33440","6/30/2020","8/17/2020","NM","300 E. Sugarland Hwy.","PIONEER BANKCORP INC","7","0","0","4","0","Hendry","","","1/1/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.first1bank.com","442756","442756","383414","0","59342","0","0","0","","254255","179557","188501","87306","59799","41397","263199","179556","263200","435333","318994","7797","0","0","0","",""
"34116","0","2349459","2349440","FIRST BANK","Dalton","GA","30721","6/30/2020","8/17/2020","NM","118 N. Hamilton St.","FBD HOLDING CO INC","6","0","0","4","0","Whitfield","19140","Dalton, GA","1/8/1996","1/8/1996","2/1/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","https://www.myfirstbank.com","424571","424571","421895","0","2676","0","0","0","","186328","149894","238243","119541","16641","102060","274677","117037","307534","398254","308274","16256","0","0","0","",""
"12229","12597","169653","1118797","FIRST BANK","Creve Coeur","MO","63141","6/30/2020","8/17/2020","SM","11901 Olive Blvd.","FB CORP","94","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","7/30/1906","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","WWW.FIRSTBANKS.COM","6176130","6176130","5763352","0","397990","14788","0","0","","513879","513879","5662251","4536785","338035","787431","5662251","2066404","4109726","5963866","4190633","72300","45028","45028","0","",""
"4092","0","280352","2209030","FIRST BANK","Erick","OK","73645","6/30/2020","8/17/2020","NM","118 W. Roger Miller Blvd.","ERICK BANCSHARES INC","4","0","0","2","1","Beckham","","","12/12/1902","1/1/1934","11/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.yourfirst.bank","71169","71169","59045","0","12124","0","0","0","","48333","30899","22836","1116","10416","11304","40270","30899","40270","69860","55286","737","496","496","0","",""
"5907","0","875936","1082692","FIRST BANK","Mccomb","MS","39648","6/30/2020","8/17/2020","NM","105 S. Broadway St.","FIRST SOUTHWEST CORP","15","0","0","4","1","Pike","","","6/25/1895","1/1/1934","5/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.firstbankms.com","532454","532454","372054","0","158910","1490","0","0","","164555","58819","367899","235493","38025","94380","473635","58804","473650","508843","311998","14739","4123","4123","0","",""
"58481","0","3401970","","FIRST BANK","Hamilton","NJ","8690","6/30/2020","8/17/2020","NM","2465 Kuser Rd.","","18","0","1","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","9/30/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.FirstBanknj.com","1923266","1923266","1724073","0","186936","12257","0","0","","128989","94435","1794277","556191","642389","595697","1828831","459123","1464143","1694405","1143417","55274","85592","85592","12257","",""
"16473","0","49652","1055351","FIRST BANK","Sterling","KS","67579","6/30/2020","8/17/2020","NM","128 S. Broadway Ave.","CORONADO INC","3","0","0","2","0","Rice","","","1/1/1907","8/26/1946","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.first-bank.net","118834","118834","89236","0","25468","4130","0","0","","57474","41902","61360","16020","16042","29297","76932","37022","81812","110182","82710","2223","4668","2468","0","",""
"1744","0","291330","1918755","FIRST BANK","Wadley","AL","36276","6/30/2020","8/17/2020","NM","312 Main St.","PEOPLES IND BANCSHARES INC","5","0","0","7","1","Randolph","","","11/6/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.fbonline.biz","88948","88948","76663","0","12285","0","0","0","","59146","26133","29802","514","10640","18647","62815","26133","62815","83688","74341","2364","4077","0","0","",""
"3121","13255","239659","1109544","FIRST BANK","Burkburnett","TX","76354","6/30/2020","8/17/2020","NM","300 E. 3rd","FIRST BURKBURNETT BANCSHARES","9","0","0","4","1","Wichita","48660","Wichita Falls, TX","1/1/1907","1/1/1934","7/8/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.firstbankweb.com","492693","492693","439919","0","52768","6","0","0","","81477","35985","411216","98599","223921","88695","456708","162383","330310","453678","312393","7748","0","0","0","",""
"27078","11955","550756","1123072","FIRST BANK & TRUST","Sioux Falls","SD","57104","6/30/2020","8/17/2020","NM","110 N. Minnesota Ave.","FISHBACK FINANCIAL CORP","8","0","0","4","0","Minnehaha","43620","Sioux Falls, SD","10/31/1987","10/31/1987","9/24/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankeasy.com","993703","993703","936455","5","49039","8204","0","0","","120304","81797","873399","485995","237944","149460","911906","219388","774315","922544","593430","9292","33020","28256","7707","",""
"14778","14038","294564","1206546","FIRST BANK & TRUST","Lubbock","TX","79424","6/30/2020","8/17/2020","NM","9816 Slide Rd.","HEARTLAND FINANCIAL USA INC","9","0","0","4","0","Lubbock","31180","Lubbock, TX","1/1/1934","9/28/1934","9/27/2018","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Lubbock","Dallas","Southern","West","0","0","https://www.firstbanklubbock.com","959886","959886","763232","0","195654","1000","0","0","","66743","54807","893143","615789","70631","206723","905079","248747","711139","891359","496010","18649","0","0","0","",""
"5525","0","402462","1104307","FIRST BANK & TRUST","Seymour","TX","76380","6/30/2020","8/17/2020","SM","201 N. Washington St.","BAYLOR BANCSHARES INC","4","0","0","7","0","Baylor","","","3/5/1890","1/1/1934","11/15/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fbtseymour.com","115477","115477","98430","0","17037","10","0","0","","65262","47305","50215","9597","25027","15591","68172","47305","68172","114686","99282","1861","0","0","0","",""
"3973","9589","77851","1123072","FIRST BANK & TRUST","Brookings","SD","57006","6/30/2020","8/17/2020","NM","520 6th St.","FISHBACK FINANCIAL CORP","16","0","1","4","0","Brookings","","","11/2/1925","1/1/1934","12/2/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankeasy.com","1948317","1948317","1668502","0","261177","18638","0","0","","200873","145392","1747444","775431","537299","434715","1802925","443268","1505049","1805521","1576939","39017","55024","30975","25254","",""
"27394","0","1228034","","FIRST BANK & TRUST CO.","Duncan","OK","73533","6/30/2020","8/17/2020","NM","923-925 Main St.","","10","0","0","4","1","Stephens","","","12/8/1988","12/8/1988","4/11/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fb247.com","531557","531557","505912","1820","23825","0","0","0","","122573","88108","408984","252083","66779","90122","443449","167201","364356","490637","297000","11144","0","0","0","",""
"13946","0","640956","1138133","FIRST BANK & TRUST COMPANY","Perry","OK","73077","6/30/2020","8/17/2020","NM","407 7th St.","FNBT BANCSHARES PERRY OK INC","4","0","0","2","1","Noble","","","2/21/1934","2/21/1934","2/14/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fbt.bank","201247","201247","162205","17","39025","0","0","0","","86583","54043","114664","39891","24997","49776","147204","45696","155551","187872","161042","9672","0","0","0","",""
"33405","9640","1862719","2127657","FIRST BANK AND TRUST","New Orleans","LA","70112","6/30/2020","8/17/2020","NM","909 Poydras St, # 100","FIRST TRUST CORP","17","0","1","4","1","Orleans","35380","New Orleans-Metairie, LA","5/17/1991","5/17/1991","2/19/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","fbtonline.com","1023129","1023129","911901","0","48878","62349","0","0","","162330","66311","860798","169812","273635","417351","956817","247169","775960","935028","749385","23434","0","0","62349","",""
"15348","15563","157856","1055593","FIRST BANK AND TRUST COMPANY","Clinton","OK","73601","6/30/2020","8/17/2020","SM","501 Frisco Ave.","CLINTON BANCSHARES INC","1","0","0","7","1","Custer","","","1/1/1903","2/1/1936","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fbtok.com","43131","43131","35686","0","7445","0","0","0","","24025","16324","19106","1628","7152","10326","26807","16778","26353","40174","36286","2408","0","0","0","",""
"5438","13618","114859","2850432","FIRST BANK AND TRUST COMPANY","Minden","NE","68959","6/30/2020","8/17/2020","SM","315 E. 4th St.","FIRST OF MINDEN FINANCIAL CORP","1","0","0","2","1","Kearney","","","9/4/1883","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.firstofminden.com","58241","58241","46903","0","7860","3478","0","0","","19019","7952","39222","13728","9441","16053","50289","7947","50294","57145","52104","2897","0","0","3223","",""
"18641","0","646444","1202986","FIRST BANK AND TRUST COMPANY OF ILLINOIS","Palatine","IL","60067","6/30/2020","8/17/2020","NM","300 E. N.W. Hwy.","NORTHWEST BCORP OF IL INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/20/1962","12/20/1962","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstbankillinois.com","172752","172752","160965","0","0","11788","0","0","","35956","28633","136797","23790","13341","99665","144120","28633","144119","160189","156222","4053","1744","1744","9945","",""
"3134","12529","749952","2007610","FIRST BANK AND TRUST OF CHILDRESS","Childress","TX","79201","6/30/2020","8/17/2020","NM","301 N. Main St.","CHILDRESS BANCSHARES INC","3","0","0","8","1","Childress","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fbtchildress.net","122407","122407","67832","9","54253","313","0","0","","43507","15274","78900","4961","5574","68365","107133","15367","107040","75736","68039","3994","0","0","0","",""
"5405","15703","266655","1247811","FIRST BANK AND TRUST OF FULLERTON","Fullerton","NE","68638","6/30/2020","8/17/2020","SM","230 Broadway","FIRST NATIONAL HOLDING CO INC","2","0","0","2","0","Nance","","","10/1/1881","1/1/1934","5/6/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.fbtfullerton.com","62105","62105","54944","0","7161","0","0","0","","20079","9967","42026","5298","10531","26197","52138","9967","52138","56519","57518","3307","2013","2013","3471","",""
"3335","11790","373553","1241211","FIRST BANK AND TRUST OF MEMPHIS","Memphis","TX","79245","6/30/2020","8/17/2020","NM","501 Main St.","FALCON BCORP INC","2","0","0","4","1","Hall","","","3/1/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.firstmemphis.com","51026","51026","50676","0","350","0","0","0","","21639","12145","29387","3771","2262","23354","38881","12145","38881","44543","40646","1408","0","0","0","",""
"5097","13046","147857","1143548","FIRST BANK BLUE EARTH","Blue Earth","MN","56013","6/30/2020","8/17/2020","SM","306 S. Main St.","FNB BANCSHARES INC","1","0","0","2","1","Faribault","","","1/1/1869","1/1/1934","3/16/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","https://www.firstbankblueearth.com","240171","240171","195971","0","44200","0","0","0","","125552","42936","114619","15203","40773","58643","197235","42936","197235","236722","166661","6686","0","0","9868","",""
"5136","9793","970055","1125357","FIRST BANK ELK RIVER","Elk River","MN","55330","6/30/2020","8/17/2020","NM","812 Main St.","FIRST NATL FINL SERVICES INC","4","0","0","4","1","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","11/21/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://elkriver.bank/","249180","249180","241825","0","4870","2485","0","0","","124577","86666","124603","49305","23646","51652","162514","86666","162514","232872","199412","3470","4700","4700","0","",""
"4464","0","786948","1200142","FIRST BANK HAMPTON","Hampton","IA","50441","6/30/2020","8/17/2020","SM","211 1st Ave, N.W.","A M SAYLOR INC","1","0","0","2","1","Franklin","","","1/1/1933","1/1/1934","6/25/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.firstbankhampton.com","162101","162101","138291","0","23810","0","0","0","","91884","82212","70217","22878","10548","36792","79889","4661","157440","143152","112994","6944","17671","17671","0","",""
"18431","14529","192558","1056769","FIRST BANK KANSAS","Salina","KS","67401","6/30/2020","8/17/2020","NM","235 S. Santa Fe Ave.","OTTAWA BANCSHARES INC","8","0","0","8","1","Saline","","","6/30/1955","9/11/1961","7/12/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.firstbankkansas.com","437810","437810","402068","0","35743","0","0","0","","205976","205976","231835","78585","64515","88734","231835","86580","351230","415243","380596","16024","0","0","0","",""
"2832","14230","257233","1135356","FIRST BANK OF ALABAMA","Talladega","AL","35160","6/30/2020","8/17/2020","NM","120 E. North St.","FIRSTBANC OF ALABAMA INC","8","0","0","4","0","Talladega","","","1/1/1848","1/1/1934","10/1/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.firstbankal.com","556066","556066","378927","0","111992","65147","0","0","","217165","217165","338901","49342","63822","225737","338901","137711","418355","497382","437538","26977","0","0","60476","",""
"5380","82171","983055","","FIRST BANK OF BANCROFT","Bancroft","NE","68004","6/30/2020","8/17/2020","SM","301 Main St.","","1","0","0","2","0","Cuming","","","1/1/1884","1/1/1934","12/22/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.firstbancroft.com","20336","20336","18566","0","1770","0","0","0","","10524","4243","9812","641","3467","5703","16093","4243","16093","20069","18622","968","0","0","0","",""
"4630","15384","1011553","1063244","FIRST BANK OF BELOIT","Beloit","KS","67420","6/30/2020","8/17/2020","SM","101 E. Main St.","FIRST NATL BANKSHARES BELOIT","1","0","0","2","0","Mitchell","","","1/1/1884","1/1/1934","8/5/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.firstbankbeloit.com","73536","73536","56599","0","16937","0","0","0","","39781","24031","33755","8947","12042","12766","49505","24031","49505","72581","52120","1912","0","0","0","",""
