,cert,docket,fed_rssd,rssdhcr,name,city,state,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,Community_Banks,inst.webaddr,Total_Deposits,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,Transaction_Accounts,Demand_Deposit,Non-Transaction_Accounts,Money_Market_Deposit_Accounts,Other_Savings_Accounts,Time_Deposits,Time_and_Savings_Deposits,Non-Interest_Bearing,Interest-Bearing,Retail_Deposits,depins,irakeogh,bro,broins,DEPLSNB
4398,15899,14147,9955,1062425.0,THE FIRST STATE BANK & TRUST CO. OF LARNED,Larned,KS,67550,6/30/2020,8/17/2020,SM,116 W. 6th St.,FIRST STATE FINANCIAL CORP,3,0,0,2,1,Pawnee,,,1/1/1896,6/26/1942,1/1/2012,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,www.fusion.bank,130699,130699,104416,30,26253,0,0,0,49288,33115.0,81411,48961.0,12937.0,19514.0,97584.0,33115.0,97584.0,125115.0,92315,924.0,2761.0,2761.0,0.0
4399,12098,0,630041,3584006.0,THE FIRST STATE BANK OF DONGOLA,Dongola,IL,62926,6/30/2020,8/17/2020,SM,108 Se Front St,TRI-COUNTY HOLDINGS INC,2,0,0,8,1,Union,,,5/1/1906,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1,,24872,24872,22323,0,2549,0,0,0,12195,5272.0,12677,0.0,6700.0,5977.0,19600.0,5445.0,19427.0,24872.0,23198,597.0,0.0,0.0,0.0
4400,17661,0,864855,,THE FIRST STATE BANK OF HEALY,Healy,KS,67850,6/30/2020,8/17/2020,NM,Jayhawk Plaza On K-4,,1,0,0,2,1,Lane,,,7/10/1906,9/14/1956,12/18/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,www.fsbhealy.com,58317,58317,44050,284,13881,102,0,0,12847,6952.0,45470,21806.0,2249.0,21414.0,51365.0,6952.0,51366.0,54623.0,41260,6993.0,0.0,0.0,1244.0
4401,1982,0,615253,1857171.0,THE FIRST STATE BANK OF MALTA,Malta,MT,59538,6/30/2020,8/17/2020,SM,1 S. 1st St. E.,FS BANCO INC,1,0,0,2,0,Phillips,,,3/4/1903,1/1/1934,7/15/2016,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.fsbmalta.com,125753,125753,108120,0,17632,0,0,0,50579,27293.0,75173,1307.0,33959.0,39907.0,98459.0,27378.0,98375.0,119373.0,100870,11900.0,0.0,0.0,0.0
4402,11527,0,644057,,"THE FIRST STATE BANK OF POND CREEK, OKLAHOMA",Pond Creek,OK,73766,6/30/2020,8/17/2020,NM,Second &broadway St.,,2,0,0,2,1,Grant,,,9/16/1893,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.fsbpondcreek.com,44335,44335,42222,0,2113,0,0,0,20928,12465.0,23407,1020.0,9671.0,12716.0,31870.0,12652.0,31683.0,43555.0,39155,961.0,0.0,0.0,0.0
4403,15469,0,471057,,THE FIRST STATE BANK OF RANSOM,Ransom,KS,67572,6/30/2020,8/17/2020,NM,306 S Vermont Ave,,2,0,0,2,0,Ness,,,1/1/1900,3/4/1937,4/25/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,fsbransom.com,35907,35907,27665,0,8227,15,0,0,13520,6248.0,22387,10831.0,3469.0,8087.0,29659.0,6248.0,29659.0,35131.0,30019,1549.0,0.0,0.0,0.0
4404,8191,0,818559,1127548.0,THE FIRST STATE BANK OF RED WING,Red Wing,MN,55066,6/30/2020,8/17/2020,NM,3209 S. Service Dr.,NOBLE BANK HOLDING CO INC,3,0,0,7,0,Goodhue,,,10/14/1915,1/1/1934,2/18/2011,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.firststatebankredwing.com,75549,75549,58942,0,15113,1494,0,0,21183,11778.0,54366,16565.0,13668.0,24133.0,63771.0,11778.0,63771.0,71325.0,67219,2653.0,1494.0,0.0,0.0
4405,9769,0,760957,2380948.0,THE FIRST STATE BANK OF ROSEMOUNT,Rosemount,MN,55068,6/30/2020,8/17/2020,NM,3025 145th St. W.,HIGGINS BCORP INC,1,0,0,4,0,Dakota,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",1/1/1909,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.fsbrosemount.com,76079,76079,71698,0,4381,0,0,0,35258,22725.0,40821,0.0,30783.0,10039.0,53354.0,22725.0,53354.0,75368.0,69110,5774.0,0.0,0.0,0.0
4406,11013,0,686758,1126493.0,THE FIRST STATE BANK OF SHELBY,Shelby,MT,59474,6/30/2020,8/17/2020,NM,320 Main St.,PRAIRIE BANCSHARES CORP,1,0,0,2,0,Toole,,,1/1/1910,1/1/1934,7/29/2015,Stock,0,1,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.fsbshelby.com,101165,101165,98086,0,3065,14,0,0,46973,36162.0,54192,5263.0,24379.0,24550.0,65003.0,36162.0,65003.0,96789.0,86437,1069.0,0.0,0.0,0.0
4407,10831,0,193649,2251776.0,"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",Watseka,IL,60970,6/30/2020,8/17/2020,SM,120 E. Walnut St.,FIRST TRUST HOLDINGS INC THE,2,0,0,2,0,Iroquois,,,6/28/1909,1/1/1934,1/1/2012,Stock,0,1,FED,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,http://www.ftsbank.com,225419,225419,178873,1,46545,0,0,0,115445,35666.0,109974,25917.0,29770.0,54287.0,189753.0,24445.0,200974.0,218803.0,174011,11385.0,0.0,0.0,0.0
4408,34217,0,2385514,2385493.0,"THE FIRST, A NATIONAL BANKING ASSOCIATION",Hattiesburg,MS,39402,6/30/2020,8/17/2020,N,6480 Us-98 W.,FIRST BANCSHARES INC THE,83,0,1,4,0,Lamar,25620.0,"Hattiesburg, MS",8/5/1996,8/5/1996,4/3/2020,Stock,0,0,OCC,DIF,Dallas,DALLAS,Jackson Ms,Atlanta,Southern,West,0,0,www.thefirstbank.com,4234004,4234004,3262907,1203,968971,923,0,0,1104677,579182.0,3129327,2089832.0,362159.0,677337.0,3654822.0,503153.0,3730851.0,4054998.0,2683277,77018.0,0.0,0.0,4112.0
4409,17513,15454,739832,2616179.0,THE FISHER NATIONAL BANK,Fisher,IL,61843,6/30/2020,8/17/2020,N,102 E. Division St.,FISHER BCORP INC,3,0,0,8,1,Champaign,16580.0,"Champaign-Urbana, IL",11/18/1955,11/18/1955,2/13/2013,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,www.fishernational.com,124553,124553,112891,25,11637,0,0,0,51671,18139.0,72882,15803.0,19244.0,37834.0,106414.0,18139.0,106414.0,115374.0,114618,5907.0,2.0,2.0,0.0
4410,3840,0,137447,1099654.0,THE FNB COMMUNITY BANK,Vandalia,IL,62471,6/30/2020,8/17/2020,SM,432 W. Gallatin St.,FIRST VANDALIA CORP,7,0,0,2,0,Fayette,,,1/1/1865,1/1/1934,6/28/2019,Stock,0,1,FED,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1,www.thefnb.com,325697,325697,261666,0,64031,0,0,0,174730,58460.0,150967,33901.0,48526.0,68540.0,267237.0,58460.0,267237.0,313575.0,270196,7591.0,0.0,0.0,0.0
4411,13209,13772,830113,2524443.0,THE FORT JENNINGS STATE BANK,Fort Jennings,OH,45844,6/30/2020,8/17/2020,NM,120 N. Water St.,FJSB BANCSHARES INC,6,0,0,4,0,Putnam,,,1/1/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.fjsb.com,178934,178934,163382,0,15552,0,0,0,51998,41649.0,126936,8934.0,45010.0,72992.0,137285.0,40541.0,138393.0,171477.0,165977,7560.0,0.0,0.0,0.0
4412,5768,11304,145844,3033045.0,THE FOUNTAIN TRUST COMPANY,Covington,IN,47932,6/30/2020,8/17/2020,NM,615 3rd St,PIPER HOLDINGS INC,14,0,0,2,0,Fountain,,,1/1/1903,1/1/1934,7/14/2017,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,http://www.fountaintrust.com,395321,395321,340715,0,54605,0,0,0,202758,91386.0,192562,33185.0,79553.0,79824.0,303934.0,98726.0,296595.0,385919.0,318035,13529.0,0.0,0.0,0.0
4413,15904,0,7634,1416457.0,THE FOUR COUNTY BANK,Allentown,GA,31003,6/30/2020,8/17/2020,NM,959 Main St.,FOUR COUNTY BANCSHARES INC,1,0,0,4,1,Wilkinson,,,9/15/1941,7/13/1942,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,THEFOURCOUNTYBANK.COM,65335,65335,63668,0,1668,0,0,0,19422,14023.0,45914,1361.0,9046.0,35507.0,51313.0,14023.0,51312.0,58020.0,60231,6356.0,0.0,0.0,0.0
4414,13450,0,843953,2006471.0,THE FOWLER STATE BANK,Fowler,KS,67844,6/30/2020,8/17/2020,NM,401 Main St.,FSB BANKSHARES INC,3,0,0,2,1,Meade,,,4/13/1906,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,www.fowlerstatebank.org,80073,80073,46512,0,21451,12110,0,0,37875,14562.0,42198,7269.0,9782.0,25147.0,65511.0,14521.0,65552.0,74509.0,59013,768.0,2071.0,2071.0,12110.0
4415,57184,0,3019982,,THE FREEDOM BANK OF VIRGINIA,Fairfax,VA,22030,6/30/2020,8/17/2020,SM,10555 Main St.,,4,0,0,4,0,Fairfax City,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7/23/2001,7/23/2001,8/27/2018,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,http://freedom.bank,487898,487898,434060,0,48267,5571,0,0,174995,155469.0,312903,129317.0,3295.0,180291.0,332429.0,153835.0,334063.0,403583.0,253076,7527.0,18989.0,18989.0,4476.0
4416,13130,0,427241,1401154.0,THE FRIENDSHIP STATE BANK,Friendship,IN,47021,6/30/2020,8/17/2020,SM,5908 E Main St.,FRIENDSHIP BCORP,8,0,0,8,0,Ripley,,,10/26/1912,1/1/1934,8/7/2017,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.friendshipstatebank.com,389567,389567,290406,0,99161,0,0,0,191169,51257.0,198398,61849.0,40586.0,95963.0,338310.0,52675.0,336892.0,356959.0,268736,12788.0,0.0,0.0,0.0
4417,8074,10656,465243,1210011.0,THE GARRETT STATE BANK,Garrett,IN,46738,6/30/2020,8/17/2020,SM,120 W. King St.,G S B FINANCIAL CORP,4,0,0,8,1,De Kalb,,,11/1/1893,1/1/1934,10/27/2017,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.garrettstatebank.com,256431,256431,175936,0,80495,0,0,0,132110,48453.0,124321,29742.0,31378.0,63201.0,207978.0,48453.0,207978.0,233089.0,148128,13316.0,15355.0,15355.0,0.0
4418,16472,0,999355,,THE GARY STATE BANK,Gary,MN,56545,6/30/2020,8/17/2020,NM,112 Main Ave,,1,0,0,2,1,Norman,,,8/17/1946,8/17/1946,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,,11752,11752,11274,0,378,100,0,0,5355,3556.0,6397,0.0,3752.0,2645.0,8196.0,3556.0,8196.0,11752.0,11769,0.0,0.0,0.0,0.0
4419,2285,12949,504311,1071388.0,THE GENOA BANKING COMPANY,Genoa,OH,43430,6/30/2020,8/17/2020,SM,801 Main St.,GENBANC INC,8,0,0,4,0,Ottawa,45780.0,"Toledo, OH",9/9/1902,1/1/1934,1/1/2012,Stock,0,0,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.genoabank.com,387776,387776,361837,0,25690,249,0,0,127427,102676.0,260349,74227.0,46471.0,139651.0,285100.0,102676.0,285100.0,343155.0,336306,9259.0,19715.0,19715.0,0.0
4420,2154,0,305237,,THE GEO. D. WARTHEN BANK,Sandersville,GA,31082,6/30/2020,8/17/2020,NM,216 N. Harris St.,,1,0,0,4,0,Washington,,,1/1/1871,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1,WWW.GDWBANK.COM,186957,186957,170304,0,16651,2,0,0,135746,97534.0,51211,10730.0,20657.0,19824.0,89423.0,78208.0,108749.0,181339.0,117147,5188.0,0.0,0.0,0.0
4421,899,0,663638,3420702.0,THE GERBER STATE BANK,Argenta,IL,62501,6/30/2020,8/17/2020,NM,110 E. Elm St.,GERBER BANCSHARES INC,2,0,0,2,1,Macon,19500.0,"Decatur, IL",10/1/1887,1/1/1934,1/9/2007,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,www.gerberstatebank.com,66621,66621,53002,0,13619,0,0,0,17976,8400.0,48645,31651.0,5997.0,10997.0,58221.0,8400.0,58221.0,63803.0,55876,2873.0,0.0,0.0,0.0
4422,10467,0,557438,1916920.0,THE GIFFORD STATE BANK,Gifford,IL,61847,6/30/2020,8/17/2020,NM,304 S. Main St.,GIFFORD BCORP EMPLOYEE STK OWNERSHIP PLAN,4,0,0,2,1,Champaign,16580.0,"Champaign-Urbana, IL",1/1/1885,1/1/1934,8/2/2018,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,http://www.giffordbank.com,144279,144279,130345,0,13934,0,0,0,71911,71520.0,72368,0.0,35179.0,37189.0,72759.0,24565.0,119714.0,140612.0,126726,8101.0,0.0,0.0,0.0
4423,27567,0,508270,,THE GLEN BURNIE MUTUAL SAVINGS BANK,Glen Burnie,MD,21061,6/30/2020,8/17/2020,SB,"1 Crain Hwy, S",,1,0,0,5,0,Anne Arundel,12580.0,"Baltimore-Columbia-Towson, MD",5/5/1896,8/8/1989,3/31/2006,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,,93881,93881,93881,0,0,0,0,0,0,0.0,93881,0.0,93881.0,0.0,93881.0,0.0,93881.0,93881.0,90581,14249.0,0.0,0.0,0.0
4424,10236,15739,821157,1123803.0,THE GOOSE RIVER BANK,Mayville,ND,58257,6/30/2020,8/17/2020,NM,44 Main St. W.,GOOSE RIVER HOLDING CO,3,0,0,2,1,Traill,,,10/27/1881,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1,www.gooseriverbank.com,117546,117546,101059,15224,1263,0,0,0,58334,31059.0,59212,8697.0,21293.0,29223.0,86487.0,31056.0,86490.0,111627.0,94591,3378.0,0.0,0.0,0.0
4425,17114,0,745150,,THE GORHAM STATE BANK,Gorham,KS,67640,6/30/2020,8/17/2020,NM,129 Market St.,,2,0,0,2,0,Russell,,,1/1/1905,6/2/1952,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1,WWW.GORHAMSTATEBANK.COM,27552,27552,25886,0,1666,0,0,0,11233,8007.0,16319,4705.0,6269.0,5345.0,19545.0,8007.0,19545.0,27231.0,25521,808.0,0.0,0.0,0.0
4426,3232,0,272151,1137257.0,THE GRANGER NATIONAL BANK,Granger,TX,76530,6/30/2020,8/17/2020,N,201 W. Davilla,GRANGER BANCSHARES INC,1,0,0,2,0,Williamson,12420.0,"Austin-Round Rock, TX",3/8/1920,1/1/1934,6/1/2010,Stock,0,0,OCC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1,www.grangernationalbank.com,28265,28265,26747,70,1448,0,0,0,13853,8544.0,14412,3480.0,2918.0,8014.0,19721.0,8564.0,19701.0,27401.0,25572,647.0,0.0,0.0,0.0
4427,11953,12008,718538,1131750.0,THE GRANT COUNTY BANK,Petersburg,WV,26847,6/30/2020,8/17/2020,NM,3 N. Main St.,HIGHLANDS BANKSHARES INC,7,0,0,4,0,Grant,,,8/6/1902,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Scott Depot,Richmond,Northeastern,Northeast,0,1,http://www.grantcountybank.com,235472,235472,223944,611,5492,5425,0,0,94153,66173.0,141319,14153.0,42327.0,84839.0,169299.0,66173.0,169299.0,216288.0,206062,17445.0,5084.0,0.0,0.0
4428,13983,0,560830,1206171.0,THE GRANVILLE NATIONAL BANK,Granville,IL,61326,6/30/2020,8/17/2020,N,328 S. Mccoy St.,GRANVILLE BANCSHARES INC,2,0,0,7,0,Putnam,,,2/27/1934,2/27/1934,1/22/2016,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1,http://www.gnbonline.com,87702,87702,75968,0,11734,0,0,0,38151,19566.0,49551,9751.0,19305.0,20495.0,68136.0,19566.0,68136.0,86521.0,78474,5350.0,0.0,0.0,0.0
4429,14863,12381,557317,1140640.0,THE GRATZ BANK,Gratz,PA,17030,6/30/2020,8/17/2020,NM,32 W. Market St.,GNB FINANCIAL SERVICES INC,6,0,0,8,0,Dauphin,25420.0,"Harrisburg-Carlisle, PA",11/3/1934,11/3/1934,11/1/2019,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,1,www.gratzbank.com,352425,352425,316338,11,36076,0,0,0,199932,171109.0,152493,0.0,70952.0,81541.0,181316.0,67070.0,285355.0,337897.0,270200,23232.0,0.0,0.0,0.0
4430,11623,13014,576644,3618536.0,THE GREENWOOD'S STATE BANK,Lake Mills,WI,53551,6/30/2020,8/17/2020,NM,365 W. Tyranena Park Rd.,GREENWOODS FINANCIAL GROUP INC,7,0,0,4,0,Jefferson,,,10/22/1883,1/1/1934,6/3/2019,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1,http://www.greenwoods.bank,317311,317311,293671,0,13610,10030,0,0,153137,79563.0,164174,35459.0,36970.0,91745.0,237748.0,79726.0,237585.0,295503.0,259204,9405.0,11515.0,11515.0,9552.0
4431,18194,10540,831008,5419700.0,THE GUILFORD SAVINGS BANK,Guilford,CT,6437,6/30/2020,8/17/2020,SB,One Park St.,GSB MUTUAL HOLDING CO,6,0,0,4,0,New Haven,35300.0,"New Haven-Milford, CT",12/6/1875,7/1/1960,2/4/2020,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Hartford,Boston,Northeastern,Northeast,0,1,www.gsb-yourbank.com,771625,771625,768900,3,2721,0,0,0,52080,52080.0,719544,150835.0,364147.0,204562.0,719544.0,80271.0,691354.0,665416.0,571439,27743.0,61475.0,0.0,0.0
4432,11259,11014,502559,1052387.0,THE GUNNISON BANK AND TRUST COMPANY,Gunnison,CO,81230,6/30/2020,8/17/2020,SM,232 W. Tomichi Ave.,LINDOE INC,2,0,0,4,0,Gunnison,,,12/23/1910,1/1/1934,1/1/2012,Stock,0,1,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.gunnisonbank.com,129956,129956,126279,0,3677,0,0,0,83833,73079.0,46123,11759.0,23071.0,11292.0,56877.0,67291.0,62665.0,127386.0,110638,935.0,1603.0,1603.0,3175.0
4433,17451,0,747257,1064513.0,THE HALSTEAD BANK,Halstead,KS,67056,6/30/2020,8/17/2020,SM,314 Main St.,WILLIAMS HOLDING CO INC,5,0,0,2,1,Harvey,48620.0,"Wichita, KS",3/10/1882,6/8/1955,11/16/2017,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,www.halsteadbank.com,133083,133083,104158,0,28925,0,0,0,69405,33924.0,63678,23044.0,16813.0,23821.0,99159.0,33924.0,99159.0,113998.0,93000,3210.0,8853.0,8853.0,0.0
4434,15606,11974,723550,1854303.0,THE HAMILTON BANK,Hamilton,MO,64644,6/30/2020,8/17/2020,NM,111 N. Davis St.,PRISM GROUP INC,3,0,0,2,1,Caldwell,28140.0,"Kansas City, MO-KS",6/11/1938,6/11/1938,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.hamiltonbank.net,81000,81000,67677,184,13139,0,0,0,40325,20708.0,40675,1915.0,20795.0,17965.0,60292.0,20803.0,60197.0,77507.0,67565,4090.0,0.0,0.0,0.0
4435,14920,15867,887827,,THE HAMLER STATE BANK,Hamler,OH,43524,6/30/2020,8/17/2020,SM,210 Randolph St.,,1,0,0,2,1,Henry,,,1/1/1921,12/15/1934,3/9/2017,Stock,0,0,FED,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,WWW.HAMLERSTATEBANK.COM,71091,71091,63195,0,7400,496,0,0,18461,9927.0,52630,5384.0,15579.0,31667.0,61164.0,9927.0,61164.0,69040.0,63849,1334.0,0.0,0.0,0.0
4436,24015,10119,533124,2008130.0,THE HARBOR BANK OF MARYLAND,Baltimore,MD,21201,6/30/2020,8/17/2020,NM,25 W. Fayette St.,HARBOR BANKSHARES CORP,7,0,0,4,0,Baltimore City,12580.0,"Baltimore-Columbia-Towson, MD",9/13/1982,9/13/1982,1/1/2016,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,https://www.theharborbank.com,265861,265861,207407,2997,52885,2572,0,0,19999,19588.0,245862,63508.0,116497.0,65857.0,246273.0,80864.0,184997.0,253392.0,172982,11086.0,0.0,0.0,743.0
4437,20993,9903,526854,1097838.0,THE HARDIN COUNTY BANK,Savannah,TN,38372,6/30/2020,8/17/2020,SM,235 Wayne Rd.,HARDIN COUNTY BANCSHARES INC,5,0,0,4,0,Hardin,,,3/12/1973,3/12/1973,9/9/2016,Stock,0,1,FED,DIF,Dallas,DALLAS,Nashville,St. louis,Southern,Southeast,0,1,www.hardincountybank.bank,501224,501224,442475,0,55679,3070,0,0,185957,155540.0,315267,46031.0,41700.0,227537.0,345684.0,111730.0,389494.0,416758.0,408476,21521.0,38661.0,38661.0,1242.0
4438,28080,866,653778,,THE HARRISON BUILDING AND LOAN ASSOCIATION,Harrison,OH,45030,6/30/2020,8/17/2020,SA,10490 New Haven Rd.,,3,0,0,8,0,Hamilton,17140.0,"Cincinnati, OH-KY-IN",1/1/1916,4/2/1958,11/21/2014,Non-Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,www.bankhbl.com,194012,194012,193735,0,277,0,0,0,49444,18186.0,144568,29074.0,55677.0,59817.0,175826.0,18186.0,175826.0,185469.0,169760,24857.0,0.0,0.0,0.0
4439,9030,11662,104234,1249178.0,THE HARRISON COUNTY BANK,Lost Creek,WV,26385,6/30/2020,8/17/2020,NM,Main St.,HARRISON BANKSHARES INC,4,0,0,8,0,Harrison,,,2/1/1911,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Scott Depot,Richmond,Northeastern,Northeast,0,1,www.hcbwv.com,116539,116539,111274,0,4664,601,0,0,76068,38770.0,40471,13853.0,8901.0,17717.0,77769.0,38770.0,77769.0,114995.0,103050,2229.0,0.0,0.0,0.0
4440,9079,14315,800134,1209604.0,THE HARVARD STATE BANK,Harvard,IL,60033,6/30/2020,8/17/2020,NM,33-35 N. Ayer St.,HARVARD BANCSHARES INC,5,0,0,4,1,Mchenry,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",8/1/1866,1/1/1934,8/17/2017,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.webhsb.com,261000,261000,197897,1,63102,0,0,0,128276,69929.0,132724,39229.0,32258.0,61236.0,191071.0,69929.0,191071.0,243807.0,188970,6302.0,0.0,0.0,0.0
4441,3677,13778,940731,2909853.0,THE HAVANA NATIONAL BANK,Havana,IL,62644,6/30/2020,8/17/2020,N,112 S. Orange St.,COMMUNITY INVESTMENT GROUP LTD,6,0,0,2,0,Mason,,,3/30/1875,1/1/1934,9/28/2015,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,http://www.havanabank.com,215975,215975,172015,0,31621,12339,0,0,77826,30143.0,138149,69524.0,12496.0,56129.0,185832.0,30143.0,185832.0,203868.0,187920,7052.0,739.0,739.0,11600.0
4442,26189,0,17110,4046640.0,THE HAVERFORD TRUST COMPANY,Radnor,PA,19087,6/30/2020,8/17/2020,SM,"Three Radnor Corp Ctr, # 450",DREXEL MORGAN&CO,1,0,0,7,1,Delaware,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2/1/1985,4/1/1987,1/1/2012,Stock,0,1,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,0,http://www.haverfordquality.com,130600,130600,123820,0,6780,0,0,0,0,0.0,130600,0.0,0.0,130600.0,130600.0,0.0,130600.0,66927.0,90447,10253.0,0.0,0.0,0.0
4443,17403,0,861153,4873033.0,THE HAVILAND STATE BANK,Haviland,KS,67059,6/30/2020,8/17/2020,NM,209 N. Main St.,HAVILAND BANCSHARES EMPLOYEE STK OWNERSHIP PLAN,2,0,0,2,0,Kiowa,,,8/31/1903,2/24/1955,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,www.havilandstatebank.com,31286,31286,24997,0,6289,0,0,0,10530,3080.0,20756,11380.0,2543.0,6833.0,28206.0,7743.0,23543.0,30405.0,25738,1136.0,0.0,0.0,0.0
4444,15384,12672,896427,2513157.0,THE HENRY COUNTY BANK,Napoleon,OH,43545,6/30/2020,8/17/2020,NM,122 E. Washington St.,COMUNIBANC CORP,7,0,0,4,0,Henry,,,5/11/1936,5/11/1936,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,http://www.thehenrycountybank.com,256318,256318,178155,373,77790,0,0,0,102454,71272.0,153864,15239.0,50948.0,87677.0,185046.0,71272.0,185046.0,190178.0,162532,7576.0,11809.0,11809.0,0.0
4445,19809,10480,96553,5382251.0,THE HERSHEY STATE BANK,Hershey,NE,69143,6/30/2020,8/17/2020,NM,100 S. Lincoln Ave,HSB MERGER CO,3,0,0,2,0,Lincoln,,,3/27/1968,3/27/1968,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,Western,0,1,WWW.HERSHEYSTATEBANK.COM,68317,68317,57104,1,6459,4753,0,0,15422,12734.0,52895,12137.0,3743.0,37015.0,55583.0,9679.0,58638.0,51269.0,60325,3359.0,12104.0,10104.0,3482.0
